,date,province,etc,contact with patient,overseas,medical,nonmedical,GuroCallCenter,Shincheonji,church,None,total_medical,sizeofarea
0,2020-01-20,Seoul,0,0,0,0,0,0,0,0,0,424.48796336676844,16088.444628099174
1,2020-01-20,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
2,2020-01-20,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
3,2020-01-20,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
4,2020-01-20,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
5,2020-01-20,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
6,2020-01-20,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
7,2020-01-20,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
8,2020-01-20,Gyeonggi-do,0,0,0,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
9,2020-01-20,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
10,2020-01-20,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
11,2020-01-20,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
12,2020-01-20,Jeollabuk-do,0,0,0,0,0,0,0,0,0,481.02223398623613,225.22022555459165
13,2020-01-20,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
14,2020-01-20,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
15,2020-01-20,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
16,2020-01-20,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
17,2020-01-21,Seoul,0,0,0,0,0,0,0,0,0,424.48796336676844,16088.444628099174
18,2020-01-21,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
19,2020-01-21,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
20,2020-01-21,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
21,2020-01-21,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
22,2020-01-21,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
23,2020-01-21,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
24,2020-01-21,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
25,2020-01-21,Gyeonggi-do,0,0,0,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
26,2020-01-21,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
27,2020-01-21,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
28,2020-01-21,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
29,2020-01-21,Jeollabuk-do,0,0,0,0,0,0,0,0,0,481.02223398623613,225.22022555459165
30,2020-01-21,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
31,2020-01-21,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
32,2020-01-21,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
33,2020-01-21,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
34,2020-01-22,Seoul,0,0,0,0,0,0,0,0,0,424.48796336676844,16088.444628099174
35,2020-01-22,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
36,2020-01-22,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
37,2020-01-22,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
38,2020-01-22,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
39,2020-01-22,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
40,2020-01-22,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
41,2020-01-22,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
42,2020-01-22,Gyeonggi-do,0,0,0,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
43,2020-01-22,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
44,2020-01-22,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
45,2020-01-22,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
46,2020-01-22,Jeollabuk-do,0,0,0,0,0,0,0,0,0,481.02223398623613,225.22022555459165
47,2020-01-22,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
48,2020-01-22,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
49,2020-01-22,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
50,2020-01-22,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
51,2020-01-23,Seoul,0,0,1,0,0,0,0,0,0,424.48796336676844,16088.444628099174
52,2020-01-23,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
53,2020-01-23,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
54,2020-01-23,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
55,2020-01-23,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
56,2020-01-23,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
57,2020-01-23,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
58,2020-01-23,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
59,2020-01-23,Gyeonggi-do,0,0,0,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
60,2020-01-23,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
61,2020-01-23,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
62,2020-01-23,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
63,2020-01-23,Jeollabuk-do,0,0,0,0,0,0,0,0,0,481.02223398623613,225.22022555459165
64,2020-01-23,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
65,2020-01-23,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
66,2020-01-23,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
67,2020-01-23,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
68,2020-01-24,Seoul,0,0,1,0,0,0,0,0,0,424.48796336676844,16088.444628099174
69,2020-01-24,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
70,2020-01-24,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
71,2020-01-24,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
72,2020-01-24,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
73,2020-01-24,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
74,2020-01-24,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
75,2020-01-24,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
76,2020-01-24,Gyeonggi-do,0,0,0,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
77,2020-01-24,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
78,2020-01-24,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
79,2020-01-24,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
80,2020-01-24,Jeollabuk-do,0,0,0,0,0,0,0,0,0,481.02223398623613,225.22022555459165
81,2020-01-24,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
82,2020-01-24,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
83,2020-01-24,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
84,2020-01-24,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
85,2020-01-25,Seoul,0,0,1,0,0,0,0,0,0,424.48796336676844,16088.444628099174
86,2020-01-25,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
87,2020-01-25,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
88,2020-01-25,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
89,2020-01-25,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
90,2020-01-25,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
91,2020-01-25,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
92,2020-01-25,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
93,2020-01-25,Gyeonggi-do,0,0,0,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
94,2020-01-25,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
95,2020-01-25,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
96,2020-01-25,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
97,2020-01-25,Jeollabuk-do,0,0,0,0,0,0,0,0,0,481.02223398623613,225.22022555459165
98,2020-01-25,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
99,2020-01-25,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
100,2020-01-25,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
101,2020-01-25,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
102,2020-01-26,Seoul,0,0,1,0,0,0,0,0,0,424.48796336676844,16088.444628099174
103,2020-01-26,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
104,2020-01-26,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
105,2020-01-26,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
106,2020-01-26,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
107,2020-01-26,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
108,2020-01-26,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
109,2020-01-26,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
110,2020-01-26,Gyeonggi-do,0,0,1,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
111,2020-01-26,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
112,2020-01-26,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
113,2020-01-26,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
114,2020-01-26,Jeollabuk-do,0,0,0,0,0,0,0,0,0,481.02223398623613,225.22022555459165
115,2020-01-26,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
116,2020-01-26,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
117,2020-01-26,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
118,2020-01-26,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
119,2020-01-27,Seoul,0,0,1,0,0,0,0,0,0,424.48796336676844,16088.444628099174
120,2020-01-27,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
121,2020-01-27,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
122,2020-01-27,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
123,2020-01-27,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
124,2020-01-27,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
125,2020-01-27,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
126,2020-01-27,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
127,2020-01-27,Gyeonggi-do,0,0,2,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
128,2020-01-27,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
129,2020-01-27,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
130,2020-01-27,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
131,2020-01-27,Jeollabuk-do,0,0,0,0,0,0,0,0,0,481.02223398623613,225.22022555459165
132,2020-01-27,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
133,2020-01-27,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
134,2020-01-27,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
135,2020-01-27,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
136,2020-01-28,Seoul,0,0,1,0,0,0,0,0,0,424.48796336676844,16088.444628099174
137,2020-01-28,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
138,2020-01-28,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
139,2020-01-28,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
140,2020-01-28,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
141,2020-01-28,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
142,2020-01-28,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
143,2020-01-28,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
144,2020-01-28,Gyeonggi-do,0,0,2,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
145,2020-01-28,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
146,2020-01-28,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
147,2020-01-28,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
148,2020-01-28,Jeollabuk-do,0,0,0,0,0,0,0,0,0,481.02223398623613,225.22022555459165
149,2020-01-28,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
150,2020-01-28,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
151,2020-01-28,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
152,2020-01-28,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
153,2020-01-29,Seoul,0,0,1,0,0,0,0,0,0,424.48796336676844,16088.444628099174
154,2020-01-29,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
155,2020-01-29,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
156,2020-01-29,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
157,2020-01-29,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
158,2020-01-29,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
159,2020-01-29,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
160,2020-01-29,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
161,2020-01-29,Gyeonggi-do,0,0,2,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
162,2020-01-29,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
163,2020-01-29,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
164,2020-01-29,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
165,2020-01-29,Jeollabuk-do,0,0,0,0,0,0,0,0,0,481.02223398623613,225.22022555459165
166,2020-01-29,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
167,2020-01-29,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
168,2020-01-29,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
169,2020-01-29,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
170,2020-01-30,Seoul,0,1,3,0,0,0,0,0,0,424.48796336676844,16088.444628099174
171,2020-01-30,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
172,2020-01-30,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
173,2020-01-30,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
174,2020-01-30,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
175,2020-01-30,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
176,2020-01-30,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
177,2020-01-30,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
178,2020-01-30,Gyeonggi-do,0,0,2,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
179,2020-01-30,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
180,2020-01-30,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
181,2020-01-30,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
182,2020-01-30,Jeollabuk-do,0,0,1,0,0,0,0,0,0,481.02223398623613,225.22022555459165
183,2020-01-30,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
184,2020-01-30,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
185,2020-01-30,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
186,2020-01-30,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
187,2020-01-31,Seoul,0,4,3,0,0,0,0,0,0,424.48796336676844,16088.444628099174
188,2020-01-31,Busan,0,0,0,0,0,0,0,0,0,502.25511556013544,4430.933766233767
189,2020-01-31,Daegu,0,0,0,0,0,0,0,0,0,477.08791854317604,2756.20814479638
190,2020-01-31,Incheon,0,0,1,0,0,0,0,0,0,655.7495563442768,2780.920978363123
191,2020-01-31,Gwangju,0,0,0,0,0,0,0,0,0,508.9755415793152,2907.560878243513
192,2020-01-31,Daejeon,0,0,0,0,0,0,0,0,0,486.84015852047554,2729.911111111111
193,2020-01-31,Ulsan,0,0,0,0,0,0,0,0,0,633.3721700717836,1080.072504708098
194,2020-01-31,Sejong,0,0,0,0,0,0,0,0,0,671.2313725490196,736.189247311828
195,2020-01-31,Gyeonggi-do,0,0,2,0,0,0,0,0,0,639.2805519370869,1300.5857872006281
196,2020-01-31,Gangwon-do,0,0,0,0,0,0,0,0,0,605.320235756385,91.54623246969336
197,2020-01-31,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.5648882480173,215.90051295896328
198,2020-01-31,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.7987455685846,257.9238060517681
199,2020-01-31,Jeollabuk-do,0,0,1,0,0,0,0,0,0,481.02223398623613,225.22022555459165
200,2020-01-31,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.9003243880861,151.06221646143877
201,2020-01-31,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.9738547486033,139.88903483423528
202,2020-01-31,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,622.2406516105146,318.91309297912716
203,2020-01-31,Jeju-do,0,0,0,0,0,0,0,0,0,537.0288230584467,362.56702702702705
204,2020-02-01,Seoul,0,4,3,0,0,0,0,0,0,424.638552115133,16094.152066115703
205,2020-02-01,Busan,0,0,0,0,0,0,0,0,0,502.12350949506845,4429.772727272727
206,2020-02-01,Daegu,0,0,0,0,0,0,0,0,0,476.3820246720188,2752.1300904977375
207,2020-02-01,Incheon,0,0,1,0,0,0,0,0,0,655.4913487133985,2779.8259642521166
208,2020-02-01,Gwangju,0,0,0,0,0,0,0,0,0,508.777428371768,2906.429141716567
209,2020-02-01,Daejeon,0,0,0,0,0,0,0,0,0,486.50099075297226,2728.009259259259
210,2020-02-01,Ulsan,0,0,0,0,0,0,0,0,0,632.63942573164,1078.8229755178909
211,2020-02-01,Sejong,0,0,0,0,0,0,0,0,0,674.0941176470589,739.3290322580646
212,2020-02-01,Gyeonggi-do,0,1,2,0,0,0,0,0,0,640.0046798861389,1302.0589909697683
213,2020-02-01,Gangwon-do,0,0,0,0,0,0,0,0,0,604.9198428290766,91.48567863085334
214,2020-02-01,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.2793799567412,215.79360151187905
215,2020-02-01,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.4005999454595,257.74638473690607
216,2020-02-01,Jeollabuk-do,0,0,1,0,0,0,0,0,0,480.44256220222337,224.94881645804932
217,2020-02-01,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.0693010911235,150.8339274141283
218,2020-02-01,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.1801117318436,139.7024116009037
219,2020-02-01,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,621.7748981858571,318.6743833017078
220,2020-02-01,Jeju-do,0,0,0,0,0,0,0,0,0,537.1305044035228,362.63567567567566
221,2020-02-02,Seoul,0,4,4,0,0,0,0,0,0,424.638552115133,16094.152066115703
222,2020-02-02,Busan,0,0,0,0,0,0,0,0,0,502.12350949506845,4429.772727272727
223,2020-02-02,Daegu,0,0,0,0,0,0,0,0,0,476.3820246720188,2752.1300904977375
224,2020-02-02,Incheon,0,0,1,0,0,0,0,0,0,655.4913487133985,2779.8259642521166
225,2020-02-02,Gwangju,0,0,0,0,0,0,0,0,0,508.777428371768,2906.429141716567
226,2020-02-02,Daejeon,0,0,0,0,0,0,0,0,0,486.50099075297226,2728.009259259259
227,2020-02-02,Ulsan,0,0,0,0,0,0,0,0,0,632.63942573164,1078.8229755178909
228,2020-02-02,Sejong,0,0,0,0,0,0,0,0,0,674.0941176470589,739.3290322580646
229,2020-02-02,Gyeonggi-do,0,3,2,0,0,0,0,0,0,640.0046798861389,1302.0589909697683
230,2020-02-02,Gangwon-do,0,0,0,0,0,0,0,0,0,604.9198428290766,91.48567863085334
231,2020-02-02,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.2793799567412,215.79360151187905
232,2020-02-02,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.4005999454595,257.74638473690607
233,2020-02-02,Jeollabuk-do,0,0,1,0,0,0,0,0,0,480.44256220222337,224.94881645804932
234,2020-02-02,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.0693010911235,150.8339274141283
235,2020-02-02,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.1801117318436,139.7024116009037
236,2020-02-02,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,621.7748981858571,318.6743833017078
237,2020-02-02,Jeju-do,0,0,0,0,0,0,0,0,0,537.1305044035228,362.63567567567566
238,2020-02-03,Seoul,0,4,4,0,0,0,0,0,0,424.638552115133,16094.152066115703
239,2020-02-03,Busan,0,0,0,0,0,0,0,0,0,502.12350949506845,4429.772727272727
240,2020-02-03,Daegu,0,0,0,0,0,0,0,0,0,476.3820246720188,2752.1300904977375
241,2020-02-03,Incheon,0,0,1,0,0,0,0,0,0,655.4913487133985,2779.8259642521166
242,2020-02-03,Gwangju,0,0,1,0,0,0,0,0,0,508.777428371768,2906.429141716567
243,2020-02-03,Daejeon,0,0,0,0,0,0,0,0,0,486.50099075297226,2728.009259259259
244,2020-02-03,Ulsan,0,0,0,0,0,0,0,0,0,632.63942573164,1078.8229755178909
245,2020-02-03,Sejong,0,0,0,0,0,0,0,0,0,674.0941176470589,739.3290322580646
246,2020-02-03,Gyeonggi-do,0,3,2,0,0,0,0,0,0,640.0046798861389,1302.0589909697683
247,2020-02-03,Gangwon-do,0,0,0,0,0,0,0,0,0,604.9198428290766,91.48567863085334
248,2020-02-03,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.2793799567412,215.79360151187905
249,2020-02-03,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.4005999454595,257.74638473690607
250,2020-02-03,Jeollabuk-do,0,0,1,0,0,0,0,0,0,480.44256220222337,224.94881645804932
251,2020-02-03,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.0693010911235,150.8339274141283
252,2020-02-03,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.1801117318436,139.7024116009037
253,2020-02-03,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,621.7748981858571,318.6743833017078
254,2020-02-03,Jeju-do,0,0,0,0,0,0,0,0,0,537.1305044035228,362.63567567567566
255,2020-02-04,Seoul,0,4,4,0,0,0,0,0,0,424.638552115133,16094.152066115703
256,2020-02-04,Busan,0,0,0,0,0,0,0,0,0,502.12350949506845,4429.772727272727
257,2020-02-04,Daegu,0,0,0,0,0,0,0,0,0,476.3820246720188,2752.1300904977375
258,2020-02-04,Incheon,0,0,1,0,0,0,0,0,0,655.4913487133985,2779.8259642521166
259,2020-02-04,Gwangju,0,0,1,0,0,0,0,0,0,508.777428371768,2906.429141716567
260,2020-02-04,Daejeon,0,0,0,0,0,0,0,0,0,486.50099075297226,2728.009259259259
261,2020-02-04,Ulsan,0,0,0,0,0,0,0,0,0,632.63942573164,1078.8229755178909
262,2020-02-04,Sejong,0,0,0,0,0,0,0,0,0,674.0941176470589,739.3290322580646
263,2020-02-04,Gyeonggi-do,0,3,2,0,0,0,0,0,0,640.0046798861389,1302.0589909697683
264,2020-02-04,Gangwon-do,0,0,0,0,0,0,0,0,0,604.9198428290766,91.48567863085334
265,2020-02-04,Chungcheongbuk-do,0,0,0,0,0,0,0,0,0,576.2793799567412,215.79360151187905
266,2020-02-04,Chungcheongnam-do,0,0,0,0,0,0,0,0,0,578.4005999454595,257.74638473690607
267,2020-02-04,Jeollabuk-do,0,0,1,0,0,0,0,0,0,480.44256220222337,224.94881645804932
268,2020-02-04,Jeollanam-do,0,0,0,0,0,0,0,0,0,549.0693010911235,150.8339274141283
269,2020-02-04,Gyeongsangbuk-do,0,0,0,0,0,0,0,0,0,594.1801117318436,139.7024116009037
270,2020-02-04,Gyeongsangnam-do,0,0,0,0,0,0,0,0,0,621.7748981858571,318.6743833017078
271,2020-02-04,Jeju-do,0,0,0,0,0,0,0,0,0,537.1305044035228,362.63567567567566
272,2020-02-05,Seoul,0,5,5,0,0,0,0,0,0,424.638552115133,16094.152066115703
273,2020-02-05,Busan,0,0,0,0,0,0,0,0,0,502.12350949506845,4429.772727272727
