accDefRate,accExamCnt,accExamCompCnt,careCnt,clearCnt,createDt,deathCnt,decideCnt,examCnt,resutlNegCnt,seq,stateDt,stateTime,updateDt
1.4245677200,802418,782132,723,10162,2020-05-22 10:15:38.38,264,11142,20286,770990,146,20200522,00:00,2020-05-22 10:15:38.38
1.4433003069,788684,770595,781,10135,2020-05-21 10:24:07.07,264,11122,18089,759473,145,20200521,00:00,2020-05-21 10:24:07.07
1.4616843972,776433,760082,877,10066,2020-05-20 10:13:17.17,263,11110,16351,748972,144,20200520,00:00,2020-05-20 10:13:17.17
1.4797321575,765574,748649,898,9938,2020-05-19 10:22:38.38,263,11078,16925,737571,143,20200519,00:00,2020-05-19 10:22:38.38
1.5011165105,753211,737118,900,9904,2020-05-18 10:18:09.09,263,11065,16093,726053,142,20200518,00:00,2020-05-18 10:18:09.09
1.5137131451,747653,729993,924,9888,2020-05-17 10:12:11.11,262,11050,17660,718943,141,20200517,00:00,2020-05-17 10:12:11.11
1.5280312113,740645,722302,937,9851,2020-05-16 10:19:44.44,262,11037,18343,711265,140,20200516,00:00,2020-05-16 10:19:44.44
1.5586980386,726747,706872,969,9821,2020-05-15 10:33:34.34,260,11018,19875,695854,139,20200515,00:00,2020-05-15 10:33:34.34
1.5911413772,711484,690762,1008,9762,2020-05-14 10:18:25.25,260,10991,20722,679771,138,20200514,00:00,2020-05-14 10:18:25.25
1.6207800503,695920,676341,1008,9695,2020-05-13 10:41:15.15,259,10962,19579,665379,137,20200513,00:00,2020-05-13 10:41:15.15
1.6456000963,680890,664560,1021,9670,2020-05-12 10:12:14.14,258,10936,16330,653624,136,20200512,00:00,2020-05-12 10:12:14.14
1.6589868759,668492,657570,1008,9632,2020-05-11 10:25:58.58,256,10909,10922,646661,135,20200511,00:00,2020-05-11 10:25:58.58
1.6633066058,663886,653758,1016,9610,2020-05-10 10:14:56.56,256,10874,10128,642884,134,20200510,00:00,2020-05-10 10:14:56.56
1.6654452377,660030,650877,1082,9568,2020-05-09 10:17:15.15,256,10840,9153,640037,133,20200509,00:00,2020-05-09 10:17:15.15
1.6752425711,654863,645996,1135,9484,2020-05-08 10:18:50.50,256,10822,8867,635174,132,20200508,00:00,2020-05-08 10:18:50.50
1.6865353322,649388,640959,1218,9419,2020-05-07 10:43:56.56,256,10810,8429,630149,131,20200507,00:00,2020-05-07 10:43:56.56
1.7015018438,643095,635086,1267,9333,2020-05-06 10:16:11.11,255,10806,8009,624280,130,20200506,00:00,2020-05-06 10:16:11.11
1.7111750628,640237,631379,1332,9283,2020-05-05 10:20:41.41,254,10804,8858,620575,129,20200505,00:00,2020-05-05 10:20:41.41
1.7261024858,633921,625745,1360,9217,2020-05-04 10:11:32.32,252,10801,8176,614944,128,20200504,00:00,2020-05-04 10:11:32.32
1.7341356234,630973,622385,1407,9183,2020-05-03 10:54:37.37,250,10793,8588,611592,127,20200503,00:00,2020-05-03 10:54:37.37
1.7413329111,627562,619066,1454,9123,2020-05-02 10:22:19.19,250,10780,8496,608286,126,20200502,00:00,2020-05-02 10:22:19.19
1.7536263965,623069,614384,1459,9072,2020-05-01 10:24:38.38,248,10774,8685,603610,125,20200501,00:00,2020-05-01 10:24:38.38
1.7611538379,619881,611247,1593,9059,2020-04-30 10:12:42.42,247,10765,8634,600482,124,20200430,00:00,2020-04-30 10:12:42.42
1.7760649622,614197,605890,1654,8922,2020-04-29 10:26:00.00,246,10761,8307,595129,123,20200429,00:00,2020-04-29 10:26:00.00
1.7940601791,608514,599311,1731,8854,2020-04-28 10:22:16.16,244,10752,9203,588559,122,20200428,00:00,2020-04-28 10:22:16.16
1.8115104636,601660,592765,1769,8764,2020-04-27 10:12:27.27,243,10738,8895,582027,121,20200427,00:00,2020-04-27 10:12:27.27
1.8205082082,598285,589286,1843,8717,2020-04-26 10:12:24.24,242,10728,8999,578558,120,20200426,00:00,2020-04-26 10:12:24.24
1.8293161655,595161,585902,1967,8635,2020-04-25 10:58:08.08,240,10718,9259,575184,119,20200425,00:00,2020-04-25 10:58:08.08
1.8464615809,589520,579920,2051,8501,2020-04-24 10:11:08.08,240,10708,9600,569212,116,20200424,00:00,2020-04-24 10:11:08.08
1.8650057856,583971,573832,2179,8411,2020-04-23 10:11:05.05,240,10702,10139,563130,115,20200423,00:00,2020-04-23 10:11:05.05
1.8899402302,577959,565838,2233,8277,2020-04-22 10:20:28.28,238,10694,12121,555144,114,20200422,00:00,2020-04-22 10:20:28.28
1.9135113641,571014,558293,2324,8213,2020-04-21 10:11:58.58,237,10683,12721,547610,113,20200421,00:00,2020-04-21 10:11:58.58
1.9370152471,563035,551054,2385,8114,2020-04-20 10:26:59.59,236,10674,11981,540380,112,20200420,00:00,2020-04-20 10:26:59.59
1.9494720827,559109,546866,2484,8042,2020-04-19 10:27:30.30,234,10661,12243,536205,111,20200419,00:00,2020-04-19 10:27:30.30
1.9680980779,554834,541284,2576,7937,2020-04-18 10:44:12.12,232,10653,13550,530631,110,20200418,00:00,2020-04-18 10:44:12.12
1.9980198280,546463,532277,2627,7829,2020-04-17 10:32:02.02,230,10635,14186,521642,109,20200417,00:00,2020-04-17 10:32:02.02
2.0234239009,538775,524507,2750,7757,2020-04-16 10:55:17.17,229,10613,14268,513894,108,20200416,00:00,2020-04-16 10:55:17.17
2.0385890215,534552,519526,2808,7616,2020-04-15 11:34:34.34,225,10591,15026,508935,107,20200415,00:00,2020-04-15 11:34:34.34
2.0601146284,527438,512787,2873,7534,2020-04-14 10:23:15.15,222,10564,14651,502223,106,20200414,00:00,2020-04-14 10:23:15.15
2.0850812898,518743,505352,2930,7447,2020-04-13 10:14:53.53,217,10537,13391,494815,105,20200413,00:00,2020-04-13 10:14:53.53
2.0989032272,514621,500833,3026,7368,2020-04-12 10:20:49.49,214,10512,13788,490321,104,20200412,00:00,2020-04-12 10:20:49.49
2.1111623681,510479,496409,3125,7243,2020-04-11 10:24:11.11,211,10480,14070,485929,103,20200411,00:00,2020-04-11 10:24:11.11
2.1424778525,503051,487753,3246,7117,2020-04-10 10:15:54.54,208,10450,15298,477303,102,20200410,00:00,2020-04-10 10:15:54.54
2.1750743945,494711,479202,3408,6973,2020-04-09 10:22:27.27,204,10423,15509,468779,101,20200409,00:00,2020-04-09 10:22:27.27
2.2181161819,486003,468145,3445,6776,2020-04-08 10:15:42.42,200,10384,17858,457761,100,20200408,00:00,2020-04-08 10:15:42.42
2.2623255243,477304,456654,3500,6694,2020-04-07 10:12:25.25,192,10331,20650,446323,99,20200407,00:00,2020-04-07 10:12:25.25
2.2980543408,466804,447509,3591,6598,2020-04-06 10:27:44.44,186,10284,19295,437225,98,20200406,00:00,2020-04-06 10:27:44.44
2.3178358110,461233,441662,3654,6463,2020-04-05 10:11:59.59,183,10237,19571,431425,97,20200405,00:00,2020-04-05 10:11:59.59
2.3353139199,455032,434888,3867,6325,2020-04-04 10:32:51.51,177,10156,20144,424732,96,20200404,00:00,2020-04-04 10:32:51.51
2.3710720723,443273,424365,3979,6021,2020-04-03 10:19:21.21,174,10062,18908,414303,95,20200403,00:00,2020-04-03 10:19:21.21
2.4104886217,431743,413858,4155,5828,2020-04-02 10:13:00.00,169,9976,17885,403882,94,20200402,00:00,2020-04-02 10:13:00.00
2.4414636435,421547,404962,4216,5567,2020-04-01 10:13:22.22,165,9887,16585,395075,92,20200401,00:00,2020-04-01 10:13:22.22
2.4858257635,410564,393672,4275,5408,2020-03-31 11:00:44.44,162,9786,16892,383886,91,20200331,00:00,2020-03-31 11:00:44.44
2.5312906936,395194,381663,4398,5228,2020-03-30 10:32:34.34,158,9661,13531,372002,90,20200330,00:00,2020-03-30 10:32:34.34
2.5277423881,394141,379113,4523,5033,2020-03-29 10:10:20.20,152,9583,15028,369530,89,20200329,00:00,2020-03-29 10:10:20.20
2.5522335409,387925,371361,4665,4811,2020-03-28 10:30:06.06,144,9478,16564,361883,88,20200328,00:00,2020-03-28 10:30:06.06
2.5797391511,376961,361742,4966,4528,2020-03-27 10:17:01.01,139,9332,15219,352410,87,20200327,00:00,2020-03-27 10:17:01.01
2.6359702544,364942,350573,5281,4144,2020-03-26 10:40:50.50,131,9241,14369,341332,86,20200326,00:00,2020-03-26 10:40:50.50
2.6590574416,357896,343618,5410,3730,2020-03-25 10:12:04.04,126,9137,14278,334481,85,20200325,00:00,2020-03-25 10:12:04.04
2.7126570651,348582,333142,5684,3507,2020-03-24 10:20:57.57,120,9037,15440,324105,84,20200324,00:00,2020-03-24 10:20:57.57
2.7622623363,338036,324408,5884,3166,2020-03-23 10:27:32.32,111,8961,13628,315447,82,20200323,00:00,2020-03-23 10:27:32.32
2.8045013239,331780,317240,6085,2909,2020-03-22 10:07:28.28,104,8897,14540,308343,81,20200322,00:00,2020-03-22 10:07:28.28
2.8219560302,327509,311805,6325,2612,2020-03-21 10:02:58.58,102,8799,15704,303006,80,20200321,00:00,2020-03-21 10:02:58.58
2.8730918280,316664,301139,6527,2233,2020-03-20 10:15:59.59,94,8652,15525,292487,79,20200320,00:00,2020-03-20 10:15:59.59
2.9420857378,307024,291120,6789,1947,2020-03-19 10:07:57.57,91,8565,15904,282555,78,20200319,00:00,2020-03-19 10:07:57.57
3.0121625056,295647,279301,6838,1540,2020-03-18 10:26:15.15,84,8413,16346,270888,77,20200318,00:00,2020-03-18 10:26:15.15
3.0880579010,286716,269425,7024,1401,2020-03-17 10:29:38.38,81,8320,17291,261105,76,20200317,00:00,2020-03-17 10:29:38.38
3.1733922083,274504,259533,7253,1137,2020-03-16 10:12:33.33,75,8236,14971,251297,75,20200316,00:00,2020-03-16 10:12:33.33
3.2396602365,268212,251940,7300,834,2020-03-15 10:01:22.22,75,8162,16272,243778,74,20200315,00:00,2020-03-15 10:01:22.22
3.3180003364,261335,243701,7402,714,2020-03-14 10:29:11.11,72,8086,17634,235615,73,20200314,00:00,2020-03-14 10:29:11.11
3.4584993086,248647,230707,7470,510,2020-03-13 10:07:22.22,67,7979,17940,222728,72,20200313,00:00,2020-03-13 10:07:22.22
3.6217442732,234998,217271,7407,333,2020-03-12 10:37:03.03,66,7869,17727,209402,71,20200312,00:00,2020-03-12 10:37:03.03
3.8041745358,222395,203855,7212,288,2020-03-11 10:17:19.19,60,7755,18540,196100,70,20200311,00:00,2020-03-11 10:17:19.19
3.9193080566,210144,191692,7165,247,2020-03-10 10:20:27.27,54,7513,18452,184179,69,20200310,00:00,2020-03-10 10:20:27.27
4.1203393614,196618,179160,6954,166,2020-03-09 10:47:15.15,51,7382,17458,171778,68,20200309,00:00,2020-03-09 10:47:15.15
4.2177578602,188518,169142,6605,130,2020-03-08 11:16:27.27,50,7134,19376,162008,67,20200308,00:00,2020-03-08 11:16:27.27
4.2675428362,178189,158569,6134,118,2020-03-07 11:00:45.45,44,6767,19620,151802,66,20200307,00:00,2020-03-07 11:00:45.45
4.3972345844,164740,142908,5643,108,2020-03-06 12:55:44.44,42,6284,21832,136624,65,20200306,00:00,2020-03-06 12:55:44.44
4.6227481540,146541,124731,5255,88,2020-03-05 10:15:12.12,35,5766,21810,118965,64,20200305,00:00,2020-03-05 10:15:12.12
4.9199855946,136707,108293,4750,41,2020-03-04 10:21:44.44,32,5328,28414,102965,63,20200304,00:00,2020-03-04 10:21:44.44
5.3291397182,125851,90296,4159,34,2020-03-03 10:46:53.53,28,4812,35555,85484,62,20200303,00:00,2020-03-03 10:46:53.53
5.5573147561,109591,75792,,31,2020-03-02 10:52:38.38,22,4212,33799,71580,61,20200302,00:00,2020-03-02 10:52:38.38
,,,,30,2020-03-01 17:41:45.45,18,3736,33360,,60,20200301,16:00,2020-03-01 17:41:45.45
,,,,28,2020-02-29 17:16:20.20,17,3150,35182,,58,20200229,16:00,2020-02-29 17:16:20.20
,,,,27,2020-02-28 17:01:59.59,13,2337,30237,,56,20200228,16:00,2020-02-28 17:01:59.59
,,,,26,2020-02-27 17:32:06.06,13,1766,25568,,54,20200227,16:00,2020-02-27 17:32:06.06
,,,,24,2020-02-26 17:00:43.43,12,1261,20716,,52,20200226,16:00,2020-02-26 17:00:43.43
,,,,22,2020-02-25 17:02:03.03,10,977,13880,,50,20200225,16:00,2020-02-25 17:02:03.03
,,,,22,2020-02-24 17:03:50.50,7,833,11631,,48,20200224,16:00,2020-02-24 17:03:50.50
,,,,18,2020-02-23 17:05:12.12,5,602,8057,,46,20200223,16:00,2020-02-23 17:05:12.12
,,,,18,2020-02-22 17:00:28.28,2,433,6037,,44,20200222,16:00,2020-02-22 17:00:28.28
,,,,17,2020-02-21 17:13:21.21,1,204,3180,,42,20200221,16:00,2020-02-21 17:13:21.21
,,,,16,2020-02-20 17:12:33.33,1,104,1860,,39,20200220,16:00,2020-02-20 17:12:33.33
,,,,16,2020-02-19 17:00:13.13,0,51,1149,,37,20200219,16:00,2020-02-19 17:00:13.13
,,,,12,2020-02-18 16:42:00.00,0,31,818,,35,20200218,16:00,2020-02-18 16:42:00.00
,,,,10,2020-02-17 16:50:47.47,0,30,708,,32,20200217,16:00,2020-02-17 16:50:47.47
,,,,9,2020-02-16 16:57:02.02,0,29,485,,30,20200216,16:00,2020-02-16 16:57:02.02
,,,,9,2020-02-15 17:00:21.21,0,28,558,,28,20200215,16:00,2020-02-15 17:00:21.21
,,,,7,2020-02-14 17:16:19.19,0,28,535,,26,20200214,16:00,2020-02-14 17:16:19.19
,,,,7,2020-02-13 17:09:07.07,0,28,562,,24,20200213,16:00,2020-02-13 17:09:07.07
,,,,7,2020-02-12 16:56:47.47,0,28,785,,22,20200212,16:00,2020-02-12 16:56:47.47
,,,,4,2020-02-11 17:09:25.25,0,28,762,,20,20200211,16:00,2020-02-11 17:09:25.25
,,,,3,2020-02-10 17:03:49.49,0,27,531,,18,20200210,16:00,2020-02-10 17:03:49.49
,,,,3,2020-02-09 16:59:21.21,0,27,888,,16,20200209,16:00,2020-02-09 16:59:21.21
,,,,2,2020-02-08 17:01:34.34,0,24,939,,14,20200208,16:00,2020-02-08 17:01:34.34
,,,,2,2020-02-07 17:20:45.45,0,24,327,,9,20200207,16:00,2020-02-07 17:20:45.45
,,,,1,2020-02-06 9:09:49.49,0,23,169,,7,20200206,09:00,2020-02-06 9:09:49.49
,,,,1,2020-02-05 20:05:40.40,0,19,40,,6,20200205,19:00,2020-02-05 20:05:40.40
,,,,0,2020-02-03 21:26:59.59,0,0,0,,4,20200204,00:00,2020-02-03 21:26:59.59
,,,,0,2020-02-03 14:41:17.17,0,15,0,,3,20200203,09:00,2020-02-03 14:41:17.17
,,,,2,2020-02-03 12:22:49.49,2,2,2,,2,20200202,09:00,2020-02-03 12:22:49.49
,,,,1,2020-01-31 17:47:33.33,0,0,1,,1,20200201,18:00,2020-01-31 17:47:33.33
,,,,1,2020-01-31 17:47:33.33,0,0,1,,1,20200101,18:00,2020-02-03 12:21:56.56
