createDt,deathCnt,defCnt,gubun,gubunCn,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
2021-04-03 10:04:56.316,4,3180,검역,隔離區,Lazaretto,9,2891,285,0,9,-,8671,2021년 04월 03일 00시,null
2021-04-03 10:04:56.316,1,632,제주,济州,Jeju,1,614,17,1,0,8.95,8670,2021년 04월 03일 00시,null
2021-04-03 10:04:56.316,16,3027,경남,庆南,Gyeongsangnam-do,28,2741,270,28,0,10.20,8669,2021년 04월 03일 00시,null
2021-04-03 10:04:56.316,76,3558,경북,庆北,Gyeongsangbuk-do,17,3325,157,16,1,59.76,8668,2021년 04월 03일 00시,null
2021-04-03 10:04:56.316,8,916,전남,全南,Jeollanam-do,1,884,24,1,0,10.19,8667,2021년 04월 03일 00시,null
2021-04-03 10:04:56.315,57,1508,전북,全北,Jeollabuk-do,20,1305,146,20,0,9.19,8666,2021년 04월 03일 00시,null
2021-04-03 10:04:56.315,35,2666,충남,忠南,Chungcheongnam-do,10,2540,91,7,3,29.92,8665,2021년 04월 03일 00시,null
2021-04-03 10:04:56.315,61,2240,충북,忠北,Chungcheongbuk-do,11,1949,230,11,0,12.19,8664,2021년 04월 03일 00시,null
2021-04-03 10:04:56.315,47,2377,강원,江原,Gangwon-do,17,2103,227,16,1,19.21,8663,2021년 04월 03일 00시,null
2021-04-03 10:04:56.315,539,29019,경기,京畿,Gyeonggi-do,147,26455,2025,143,4,42.62,8662,2021년 04월 03일 00시,null
2021-04-03 10:04:56.315,1,301,세종,世宗,Sejong,10,248,52,10,0,23.95,8661,2021년 04월 03일 00시,null
2021-04-03 10:04:56.315,37,1169,울산,蔚山,Ulsan,3,1043,89,3,0,14.38,8660,2021년 04월 03일 00시,null
2021-04-03 10:04:56.314,16,1334,대전,大田,Daejeon,19,1213,105,19,0,30.12,8659,2021년 04월 03일 00시,null
2021-04-03 10:04:56.314,21,2216,광주,光州,Gwangju,3,2166,29,2,1,35.42,8658,2021년 04월 03일 00시,null
2021-04-03 10:04:56.314,57,5122,인천,仁川,Incheon,21,4799,266,19,2,35.93,8657,2021년 04월 03일 00시,null
2021-04-03 10:04:56.314,218,8961,대구,大邱,Daegu,10,8586,157,10,0,294.85,8656,2021년 04월 03일 00시,null
2021-04-03 10:04:56.314,119,3959,부산,釜山,Busan,61,3358,482,61,0,17.59,8655,2021년 04월 03일 00시,null
2021-04-03 10:04:56.314,427,32551,서울,首尔,Seoul,155,29976,2148,154,1,64.44,8654,2021년 04월 03일 00시,null
2021-04-03 10:04:56.313,1740,104736,합계,合计,Total,543,96196,6800,521,22,52.62,8653,2021년 04월 03일 00시,null
2021-04-02 10:02:16.153,4,3171,검역,隔離區,Lazaretto,11,2891,276,0,11,-,8652,2021년 04월 02일 18시,null
2021-04-02 10:02:16.153,1,631,제주,济州,Jeju,4,614,16,4,0,89.75,8651,2021년 04월 02일 17시,null
2021-04-02 10:02:16.153,16,2999,경남,庆南,Gyeongsangnam-do,18,2708,275,18,0,66.52,8650,2021년 04월 02일 16시,null
2021-04-02 10:02:16.153,75,3541,경북,庆北,Gyeongsangbuk-do,30,3311,155,28,2,125.37,8649,2021년 04월 02일 15시,null
2021-04-02 10:02:16.153,8,915,전남,全南,Jeollanam-do,1,883,24,1,0,48.05,8648,2021년 04월 02일 14시,null
2021-04-02 10:02:16.152,57,1488,전북,全北,Jeollabuk-do,15,1299,132,15,0,69.22,8647,2021년 04월 02일 13시,null
2021-04-02 10:02:16.152,35,2656,충남,忠南,Chungcheongnam-do,10,2533,88,8,2,118.78,8646,2021년 04월 02일 12시,null
2021-04-02 10:02:16.152,61,2229,충북,忠北,Chungcheongbuk-do,19,1948,220,19,0,119.98,8645,2021년 04월 02일 11시,null
2021-04-02 10:02:16.152,47,2360,강원,江原,Gangwon-do,10,2094,219,10,0,128.33,8644,2021년 04월 02일 10시,null
2021-04-02 10:02:16.152,539,28872,경기,京畿,Gyeonggi-do,160,26336,1997,156,4,192.17,8643,2021년 04월 02일 09시,null
2021-04-02 10:02:16.152,1,291,세종,世宗,Sejong,8,248,42,8,0,70.69,8642,2021년 04월 02일 08시,null
2021-04-02 10:02:16.151,37,1166,울산,蔚山,Ulsan,7,1039,90,7,0,94.42,8641,2021년 04월 02일 07시,null
2021-04-02 10:02:16.151,16,1315,대전,大田,Daejeon,19,1212,87,19,0,81.54,8640,2021년 04월 02일 06시,null
2021-04-02 10:02:16.151,21,2213,광주,光州,Gwangju,1,2163,29,1,0,148.83,8639,2021년 04월 02일 05시,null
2021-04-02 10:02:16.151,57,5101,인천,仁川,Incheon,23,4765,279,22,1,156.66,8638,2021년 04월 02일 04시,null
2021-04-02 10:02:16.151,218,8951,대구,大邱,Daegu,17,8576,157,17,0,357.15,8637,2021년 04월 02일 03시,null
2021-04-02 10:02:16.151,118,3898,부산,釜山,Busan,38,3343,437,35,3,98.83,8636,2021년 04월 02일 02시,null
2021-04-02 10:02:16.15,426,32396,서울,首尔,Seoul,166,29898,2072,164,2,303.66,8635,2021년 04월 02일 01시,2021-04-03 10:09:29.112
2021-04-02 10:02:16.15,1737,104193,합계,合计,Total,557,95861,6595,532,25,181.68,8634,2021년 04월 02일 00시,2021-04-03 10:10:39.058
2021-04-01 09:34:49.639,4,3160,검역,隔離區,Lazaretto,2,2850,306,0,2,-,8633,2021년 04월 01일 00시,null
2021-04-01 09:34:49.639,1,627,제주,济州,Jeju,2,614,12,2,0,93.48,8632,2021년 04월 01일 00시,null
2021-04-01 09:34:49.639,16,2981,경남,庆南,Gyeongsangnam-do,21,2659,306,21,0,88.68,8631,2021년 04월 01일 00시,null
2021-04-01 09:34:49.639,75,3511,경북,庆北,Gyeongsangbuk-do,7,3300,136,6,1,131.87,8630,2021년 04월 01일 00시,null
2021-04-01 09:34:49.638,8,914,전남,全南,Jeollanam-do,1,883,23,1,0,49.02,8629,2021년 04월 01일 00시,null
2021-04-01 09:34:49.638,57,1473,전북,全北,Jeollabuk-do,22,1287,129,22,0,81.05,8628,2021년 04월 01일 00시,null
2021-04-01 09:34:49.638,35,2646,충남,忠南,Chungcheongnam-do,15,2526,85,15,0,124.67,8627,2021년 04월 01일 00시,null
2021-04-01 09:34:49.638,61,2210,충북,忠北,Chungcheongbuk-do,20,1940,209,19,1,138.18,8626,2021년 04월 01일 00시,null
2021-04-01 09:34:49.638,47,2350,강원,江原,Gangwon-do,20,2077,226,20,0,152.54,8625,2021년 04월 01일 00시,null
2021-04-01 09:34:49.638,538,28712,경기,京畿,Gyeonggi-do,130,26235,1939,125,5,216.69,8624,2021년 04월 01일 00시,null
2021-04-01 09:34:49.638,1,283,세종,世宗,Sejong,13,246,36,13,0,82.67,8623,2021년 04월 01일 00시,null
2021-04-01 09:34:49.637,37,1159,울산,蔚山,Ulsan,5,1034,88,5,0,101.04,8622,2021년 04월 01일 00시,null
2021-04-01 09:34:49.637,16,1296,대전,大田,Daejeon,10,1208,72,10,0,87.91,8621,2021년 04월 01일 00시,null
2021-04-01 09:34:49.637,21,2212,광주,光州,Gwangju,3,2161,30,1,2,151.85,8620,2021년 04월 01일 00시,null
2021-04-01 09:34:49.637,57,5078,인천,仁川,Incheon,20,4747,274,20,0,171.78,8619,2021년 04월 01일 00시,null
2021-04-01 09:34:49.637,218,8934,대구,大邱,Daegu,7,8563,153,7,0,366.68,8618,2021년 04월 01일 00시,null
2021-04-01 09:34:49.637,118,3860,부산,釜山,Busan,54,3327,415,53,1,113.14,8617,2021년 04월 01일 00시,null
2021-04-01 09:34:49.636,425,32230,서울,首尔,Seoul,196,29782,2023,194,2,331.15,8616,2021년 04월 01일 00시,2021-04-02 17:06:47.176
2021-04-01 09:34:49.636,1735,103636,합계,合计,Total,551,95439,6462,534,14,199.89,8615,2021년 04월 01일 00시,2021-04-02 17:08:10.492
2021-03-31 09:36:15.516,4,3158,검역,隔離區,Lazaretto,7,2824,330,0,7,-,8614,2021년 03월 31일 00시,null
2021-03-31 09:36:15.515,1,625,제주,济州,Jeju,2,613,11,2,0,93.18,8613,2021년 03월 31일 00시,null
2021-03-31 09:36:15.515,15,2960,경남,庆南,Gyeongsangnam-do,22,2618,327,21,1,88.06,8612,2021년 03월 31일 00시,null
2021-03-31 09:36:15.515,75,3504,경북,庆北,Gyeongsangbuk-do,6,3289,140,6,0,131.61,8611,2021년 03월 31일 00시,null
2021-03-31 09:36:15.515,8,913,전남,全南,Jeollanam-do,0,882,23,0,0,48.96,8610,2021년 03월 31일 00시,null
2021-03-31 09:36:15.514,57,1451,전북,全北,Jeollabuk-do,20,1270,124,20,0,79.84,8609,2021년 03월 31일 00시,null
2021-03-31 09:36:15.514,35,2631,충남,忠南,Chungcheongnam-do,8,2516,80,8,0,123.96,8608,2021년 03월 31일 00시,null
2021-03-31 09:36:15.514,61,2190,충북,忠北,Chungcheongbuk-do,21,1933,196,21,0,136.93,8607,2021년 03월 31일 00시,null
2021-03-31 09:36:15.514,47,2330,강원,江原,Gangwon-do,16,2050,233,16,0,151.25,8606,2021년 03월 31일 00시,null
2021-03-31 09:36:15.514,537,28582,경기,京畿,Gyeonggi-do,111,26110,1935,106,5,215.71,8605,2021년 03월 31일 00시,null
2021-03-31 09:36:15.513,1,270,세종,世宗,Sejong,17,246,23,17,0,78.87,8604,2021년 03월 31일 00시,null
2021-03-31 09:36:15.513,37,1154,울산,蔚山,Ulsan,11,1032,85,11,0,100.61,8603,2021년 03월 31일 00시,null
2021-03-31 09:36:15.513,16,1286,대전,大田,Daejeon,7,1205,65,7,0,87.24,8602,2021년 03월 31일 00시,null
2021-03-31 09:36:15.513,21,2209,광주,光州,Gwangju,2,2160,28,2,0,151.65,8601,2021년 03월 31일 00시,null
2021-03-31 09:36:15.512,57,5058,인천,仁川,Incheon,25,4738,263,25,0,171.10,8600,2021년 03월 31일 00시,null
2021-03-31 09:36:15.512,217,8927,대구,大邱,Daegu,15,8550,160,15,0,366.39,8599,2021년 03월 31일 00시,null
2021-03-31 09:36:15.512,118,3806,부산,釜山,Busan,58,3300,388,58,0,111.55,8598,2021년 03월 31일 00시,null
2021-03-31 09:36:15.512,424,32031,서울,首尔,Seoul,155,29694,1913,153,2,329.11,8597,2021년 03월 31일 00시,2021-04-02 17:11:38.803
2021-03-31 09:36:15.511,1731,103085,합계,合计,Total,503,95030,6324,488,15,198.83,8596,2021년 03월 31일 00시,2021-04-02 17:11:09.656
2021-03-30 09:56:50.741,4,3151,검역,隔離區,Lazaretto,3,2822,325,0,3,-,8595,2021년 03월 30일 00시,null
2021-03-30 09:56:50.741,1,623,제주,济州,Jeju,0,611,11,0,0,92.88,8594,2021년 03월 30일 00시,null
2021-03-30 09:56:50.74,15,2938,경남,庆南,Gyeongsangnam-do,16,2554,369,15,1,87.41,8593,2021년 03월 30일 00시,null
2021-03-30 09:56:50.74,75,3498,경북,庆北,Gyeongsangbuk-do,5,3286,137,4,1,131.38,8592,2021년 03월 30일 00시,null
2021-03-30 09:56:50.74,8,913,전남,全南,Jeollanam-do,0,879,26,0,0,48.96,8591,2021년 03월 30일 00시,null
2021-03-30 09:56:50.74,57,1431,전북,全北,Jeollabuk-do,25,1253,121,25,0,78.74,8590,2021년 03월 30일 00시,null
2021-03-30 09:56:50.74,35,2623,충남,忠南,Chungcheongnam-do,5,2509,79,4,1,123.58,8589,2021년 03월 30일 00시,null
2021-03-30 09:56:50.74,61,2169,충북,忠北,Chungcheongbuk-do,28,1921,187,27,1,135.61,8588,2021년 03월 30일 00시,null
2021-03-30 09:56:50.74,46,2314,강원,江原,Gangwon-do,13,2023,245,13,0,150.21,8587,2021년 03월 30일 00시,null
2021-03-30 09:56:50.739,536,28471,경기,京畿,Gyeonggi-do,117,25959,1976,112,5,214.87,8586,2021년 03월 30일 00시,null
2021-03-30 09:56:50.739,1,253,세종,世宗,Sejong,2,246,6,2,0,73.91,8585,2021년 03월 30일 00시,null
2021-03-30 09:56:50.739,37,1143,울산,蔚山,Ulsan,3,1032,74,3,0,99.65,8584,2021년 03월 30일 00시,null
2021-03-30 09:56:50.739,16,1279,대전,大田,Daejeon,11,1200,63,11,0,86.76,8583,2021년 03월 30일 00시,null
2021-03-30 09:56:50.739,21,2207,광주,光州,Gwangju,1,2159,27,1,0,151.51,8582,2021년 03월 30일 00시,null
2021-03-30 09:56:50.738,57,5033,인천,仁川,Incheon,18,4723,253,18,0,170.26,8581,2021년 03월 30일 00시,null
2021-03-30 09:56:50.738,217,8912,대구,大邱,Daegu,12,8537,158,12,0,365.77,8580,2021년 03월 30일 00시,null
2021-03-30 09:56:50.738,118,3748,부산,釜山,Busan,43,3291,339,42,1,109.85,8579,2021년 03월 30일 00시,null
2021-03-30 09:56:50.738,424,31873,서울,首尔,Seoul,142,29558,1891,137,5,327.49,8578,2021년 03월 30일 00시,2021-04-02 17:13:32.33
2021-03-30 09:56:50.738,1729,102579,합계,合计,Total,444,94563,6287,426,18,197.85,8577,2021년 03월 30일 00시,2021-04-02 17:13:05.663
2021-03-29 09:46:05.834,4,3148,검역,隔離區,Lazaretto,4,2796,348,0,4,-,8557,2021년 03월 29일 00시,2021-03-30 10:09:44.699
2021-03-29 09:46:05.834,1,623,제주,济州,Jeju,1,611,11,0,1,92.88,8556,2021년 03월 29일 00시,null
2021-03-29 09:46:05.834,15,2922,경남,庆南,Gyeongsangnam-do,20,2523,384,18,2,86.93,8555,2021년 03월 29일 00시,null
2021-03-29 09:46:05.834,75,3493,경북,庆北,Gyeongsangbuk-do,3,3281,137,3,0,131.19,8554,2021년 03월 29일 00시,null
2021-03-29 09:46:05.834,8,913,전남,全南,Jeollanam-do,1,879,26,0,1,48.96,8553,2021년 03월 29일 00시,null
2021-03-29 09:46:05.834,56,1406,전북,全北,Jeollabuk-do,8,1237,113,8,0,77.37,8552,2021년 03월 29일 00시,null
2021-03-29 09:46:05.834,35,2618,충남,忠南,Chungcheongnam-do,1,2498,85,1,0,123.35,8551,2021년 03월 29일 00시,null
2021-03-29 09:46:05.833,61,2141,충북,忠北,Chungcheongbuk-do,12,1915,165,11,1,133.93,8550,2021년 03월 29일 00시,2021-03-30 10:09:24.006
2021-03-29 09:46:05.833,46,2301,강원,江原,Gangwon-do,6,2004,251,6,0,149.36,8549,2021년 03월 29일 00시,null
2021-03-29 09:46:05.833,535,28354,경기,京畿,Gyeonggi-do,131,25803,2016,130,1,213.99,8548,2021년 03월 29일 00시,null
2021-03-29 09:46:05.833,1,251,세종,世宗,Sejong,0,246,4,0,0,73.32,8547,2021년 03월 29일 00시,null
2021-03-29 09:46:05.833,37,1140,울산,蔚山,Ulsan,3,1032,71,3,0,99.39,8546,2021년 03월 29일 00시,null
2021-03-29 09:46:05.833,16,1268,대전,大田,Daejeon,2,1194,58,2,0,86.02,8545,2021년 03월 29일 00시,null
2021-03-29 09:46:05.832,21,2206,광주,光州,Gwangju,2,2156,29,2,0,151.44,8544,2021년 03월 29일 00시,null
2021-03-29 09:46:05.832,57,5015,인천,仁川,Incheon,18,4701,257,18,0,169.65,8543,2021년 03월 29일 00시,null
2021-03-29 09:46:05.832,217,8900,대구,大邱,Daegu,10,8520,163,9,1,365.44,8542,2021년 03월 29일 00시,2021-03-30 10:08:49.501
2021-03-29 09:46:05.832,118,3705,부산,釜山,Busan,53,3289,298,53,0,108.59,8541,2021년 03월 29일 00시,null
2021-03-29 09:46:05.832,423,31725,서울,首尔,Seoul,104,29439,1863,102,2,326.00,8540,2021년 03월 29일 00시,2021-04-02 17:25:17.818
2021-03-29 09:46:05.831,1726,102132,합계,合计,Total,379,94124,3282,363,13,197.00,8539,2021년 03월 29일 00시,2021-04-02 17:23:57.752
2021-03-28 11:20:26.216,4,3144,검역,隔離區,Lazaretto,9,2786,354,0,9,-,8538,2021년 03월 28일 00시,null
2021-03-28 11:20:26.215,1,622,제주,济州,Jeju,0,607,14,0,0,92.73,8537,2021년 03월 28일 00시,null
2021-03-28 11:20:26.215,15,2902,경남,庆南,Gyeongsangnam-do,13,2507,380,13,0,86.33,8536,2021년 03월 28일 00시,null
2021-03-28 11:20:26.215,75,3490,경북,庆北,Gyeongsangbuk-do,7,3279,136,7,0,131.08,8535,2021년 03월 28일 00시,null
2021-03-28 11:20:26.215,8,912,전남,全南,Jeollanam-do,1,879,25,0,1,48.91,8534,2021년 03월 28일 00시,null
2021-03-28 11:20:26.215,56,1398,전북,全北,Jeollabuk-do,5,1230,112,5,0,76.93,8533,2021년 03월 28일 00시,null
2021-03-28 11:20:26.215,35,2617,충남,忠南,Chungcheongnam-do,8,2498,84,8,0,123.30,8532,2021년 03월 28일 00시,null
2021-03-28 11:20:26.215,60,2129,충북,忠北,Chungcheongbuk-do,16,1913,156,16,0,133.11,8531,2021년 03월 28일 00시,null
2021-03-28 11:20:26.214,45,2295,강원,江原,Gangwon-do,19,1981,269,19,0,148.97,8530,2021년 03월 28일 00시,null
2021-03-28 11:20:26.214,534,28223,경기,京畿,Gyeonggi-do,153,25680,2009,150,3,213.00,8529,2021년 03월 28일 00시,null
2021-03-28 11:20:26.214,1,251,세종,世宗,Sejong,0,246,4,0,0,73.32,8528,2021년 03월 28일 00시,null
2021-03-28 11:20:26.214,37,1137,울산,蔚山,Ulsan,4,1029,71,4,0,99.12,8527,2021년 03월 28일 00시,null
2021-03-28 11:20:26.214,16,1266,대전,大田,Daejeon,8,1193,57,6,2,85.88,8526,2021년 03월 28일 00시,null
2021-03-28 11:20:26.214,21,2204,광주,光州,Gwangju,2,2154,29,2,0,151.30,8525,2021년 03월 28일 00시,null
2021-03-28 11:20:26.213,57,4997,인천,仁川,Incheon,33,4688,252,32,1,169.04,8524,2021년 03월 28일 00시,null
2021-03-28 11:20:26.213,216,8890,대구,大邱,Daegu,10,8516,158,9,1,365.03,8523,2021년 03월 28일 00시,2021-03-30 10:05:43.719
2021-03-28 11:20:26.213,118,3652,부산,釜山,Busan,56,3284,250,56,0,107.04,8522,2021년 03월 28일 00시,null
2021-03-28 11:20:26.213,423,31621,서울,首尔,Seoul,135,29385,1813,132,3,324.90,8521,2021년 03월 28일 00시,2021-04-02 17:37:00.391
2021-03-28 11:20:26.213,1722,101750,합계,合计,Total,479,93855,6173,459,20,196.26,8520,2021년 03월 28일 00시,2021-04-02 17:36:33.451
2021-03-27 09:57:19.142,4,3135,검역,隔離區,Lazaretto,3,2786,345,0,3,-,8519,2021년 03월 27일 00시,null
2021-03-27 09:57:19.142,1,622,제주,济州,Jeju,2,605,16,2,0,92.73,8518,2021년 03월 27일 00시,null
2021-03-27 09:57:19.142,15,2889,경남,庆南,Gyeongsangnam-do,19,2474,400,19,0,85.95,8517,2021년 03월 27일 00시,null
2021-03-27 09:57:19.142,75,3483,경북,庆北,Gyeongsangbuk-do,11,3277,131,10,1,130.82,8516,2021년 03월 27일 00시,null
2021-03-27 09:57:19.141,8,911,전남,全南,Jeollanam-do,0,879,24,0,0,48.85,8515,2021년 03월 27일 00시,null
2021-03-27 09:57:19.141,56,1393,전북,全北,Jeollabuk-do,5,1218,119,4,1,76.65,8514,2021년 03월 27일 00시,null
2021-03-27 09:57:19.141,35,2609,충남,忠南,Chungcheongnam-do,2,2494,80,2,0,122.92,8513,2021년 03월 27일 00시,null
2021-03-27 09:57:19.141,60,2113,충북,忠北,Chungcheongbuk-do,39,1898,155,38,1,132.11,8512,2021년 03월 27일 00시,null
2021-03-27 09:57:19.141,45,2276,강원,江原,Gangwon-do,36,1978,253,35,1,147.74,8511,2021년 03월 27일 00시,null
2021-03-27 09:57:19.141,534,28070,경기,京畿,Gyeonggi-do,145,25476,2060,141,4,211.84,8510,2021년 03월 27일 00시,null
2021-03-27 09:57:19.14,1,251,세종,世宗,Sejong,1,245,5,1,0,73.32,8509,2021년 03월 27일 00시,null
2021-03-27 09:57:19.14,37,1133,울산,蔚山,Ulsan,5,1027,69,3,2,98.78,8508,2021년 03월 27일 00시,null
2021-03-27 09:57:19.14,16,1258,대전,大田,Daejeon,10,1192,50,10,0,85.34,8507,2021년 03월 27일 00시,null
2021-03-27 09:57:19.14,21,2202,광주,光州,Gwangju,5,2153,28,5,0,151.16,8506,2021년 03월 27일 00시,null
2021-03-27 09:57:19.14,57,4964,인천,仁川,Incheon,39,4668,239,39,0,167.92,8505,2021년 03월 27일 00시,null
2021-03-27 09:57:19.14,216,8880,대구,大邱,Daegu,23,8512,152,22,1,364.62,8504,2021년 03월 27일 00시,2021-03-30 10:00:31.886
2021-03-27 09:57:19.139,118,3596,부산,釜山,Busan,33,3275,203,33,0,105.40,8503,2021년 03월 27일 00시,null
2021-03-27 09:57:19.139,422,31483,서울,首尔,Seoul,124,29318,1743,123,1,323.48,8502,2021년 03월 27일 00시,2021-04-02 17:38:34.272
2021-03-27 09:57:19.139,1721,101268,합계,合计,Total,502,93475,6072,487,15,195.33,8501,2021년 03월 27일 00시,2021-04-02 17:38:11.463
2021-03-26 09:41:34.935,4,3132,검역,隔離區,Lazaretto,3,2648,480,0,3,-,8500,2021년 03월 26일 00시,null
2021-03-26 09:41:34.934,1,620,제주,济州,Jeju,3,603,16,2,1,92.43,8499,2021년 03월 26일 00시,null
2021-03-26 09:41:34.934,14,2870,경남,庆南,Gyeongsangnam-do,37,2428,428,37,0,85.38,8498,2021년 03월 26일 00시,null
2021-03-26 09:41:34.934,75,3472,경북,庆北,Gyeongsangbuk-do,13,3272,125,12,1,130.40,8497,2021년 03월 26일 00시,null
2021-03-26 09:41:34.934,8,911,전남,全南,Jeollanam-do,2,877,26,2,0,48.85,8496,2021년 03월 26일 00시,null
2021-03-26 09:41:34.934,56,1388,전북,全北,Jeollabuk-do,3,1203,129,3,0,76.38,8495,2021년 03월 26일 00시,null
2021-03-26 09:41:34.934,35,2607,충남,忠南,Chungcheongnam-do,3,2489,83,2,1,122.83,8494,2021년 03월 26일 00시,null
2021-03-26 09:41:34.933,60,2074,충북,忠北,Chungcheongbuk-do,13,1892,122,9,4,129.67,8493,2021년 03월 26일 00시,null
2021-03-26 09:41:34.933,44,2240,강원,江原,Gangwon-do,24,1966,230,24,0,145.40,8492,2021년 03월 26일 00시,null
2021-03-26 09:41:34.933,533,27925,경기,京畿,Gyeonggi-do,196,25041,2351,187,9,210.75,8491,2021년 03월 26일 00시,null
2021-03-26 09:41:34.933,1,250,세종,世宗,Sejong,0,244,5,0,0,73.03,8490,2021년 03월 26일 00시,null
2021-03-26 09:41:34.933,37,1128,울산,蔚山,Ulsan,0,1021,70,0,0,98.34,8489,2021년 03월 26일 00시,null
2021-03-26 09:41:34.933,16,1248,대전,大田,Daejeon,14,1189,43,13,1,84.66,8488,2021년 03월 26일 00시,null
2021-03-26 09:41:34.932,21,2197,광주,光州,Gwangju,3,2152,24,2,1,150.82,8487,2021년 03월 26일 00시,null
2021-03-26 09:41:34.932,57,4925,인천,仁川,Incheon,29,4636,232,28,1,166.60,8486,2021년 03월 26일 00시,null
2021-03-26 09:41:34.932,216,8857,대구,大邱,Daegu,14,8499,142,14,0,363.68,8485,2021년 03월 26일 00시,2021-03-30 09:51:03.678
2021-03-26 09:41:34.932,118,3563,부산,釜山,Busan,11,3267,178,11,0,104.43,8484,2021년 03월 26일 00시,null
2021-03-26 09:41:34.932,420,31356,서울,首尔,Seoul,119,29203,1733,118,1,322.18,8483,2021년 03월 26일 00시,2021-04-02 17:43:25.067
2021-03-26 09:41:34.931,1716,100763,합계,合计,Total,487,92630,6417,464,23,194.36,8482,2021년 03월 26일 00시,2021-04-02 17:43:04.348
2021-03-25 09:38:10.171,4,3129,검역,隔離區,Lazaretto,5,2647,478,0,5,-,8481,2021년 03월 25일 00시,null
2021-03-25 09:38:10.171,1,617,제주,济州,Jeju,0,602,14,0,0,91.99,8480,2021년 03월 25일 00시,null
2021-03-25 09:38:10.17,14,2833,경남,庆南,Gyeongsangnam-do,30,2378,441,30,0,84.28,8479,2021년 03월 25일 00시,null
2021-03-25 09:38:10.17,75,3459,경북,庆北,Gyeongsangbuk-do,10,3266,118,9,1,129.92,8478,2021년 03월 25일 00시,null
2021-03-25 09:38:10.17,8,909,전남,全南,Jeollanam-do,1,873,28,1,0,48.75,8477,2021년 03월 25일 00시,null
2021-03-25 09:38:10.17,56,1385,전북,全北,Jeollabuk-do,5,1201,128,4,1,76.21,8476,2021년 03월 25일 00시,null
2021-03-25 09:38:10.17,35,2604,충남,忠南,Chungcheongnam-do,4,2481,88,4,0,122.69,8475,2021년 03월 25일 00시,null
2021-03-25 09:38:10.17,60,2061,충북,忠北,Chungcheongbuk-do,17,1881,120,17,0,128.86,8474,2021년 03월 25일 00시,null
2021-03-25 09:38:10.169,44,2216,강원,江原,Gangwon-do,27,1951,221,27,0,143.85,8473,2021년 03월 25일 00시,null
2021-03-25 09:38:10.169,530,27729,경기,京畿,Gyeonggi-do,147,24889,2310,147,0,209.27,8472,2021년 03월 25일 00시,null
2021-03-25 09:38:10.169,1,250,세종,世宗,Sejong,0,243,6,0,0,73.03,8471,2021년 03월 25일 00시,null
2021-03-25 09:38:10.169,37,1128,울산,蔚山,Ulsan,0,1020,71,0,0,98.34,8470,2021년 03월 25일 00시,null
2021-03-25 09:38:10.169,16,1234,대전,大田,Daejeon,3,1184,34,3,0,83.71,8469,2021년 03월 25일 00시,null
2021-03-25 09:38:10.169,21,2194,광주,光州,Gwangju,5,2148,25,4,1,150.62,8468,2021년 03월 25일 00시,null
2021-03-25 09:38:10.168,57,4896,인천,仁川,Incheon,12,4621,218,11,1,165.62,8467,2021년 03월 25일 00시,null
2021-03-25 09:38:10.168,216,8843,대구,大邱,Daegu,17,8496,131,17,0,362.94,8466,2021년 03월 25일 00시,null
2021-03-25 09:38:10.168,116,3552,부산,釜山,Busan,20,3261,175,20,0,104.11,8465,2021년 03월 25일 00시,null
2021-03-25 09:38:10.168,418,31234,서울,首尔,Seoul,124,28926,1890,122,2,320.92,8464,2021년 03월 25일 00시,2021-04-02 17:46:31.564
2021-03-25 09:38:10.167,1709,100273,합계,合计,Total,427,92068,6496,416,11,193.41,8463,2021년 03월 25일 00시,2021-04-02 17:46:03.393
2021-03-24 09:38:05.709,4,3124,검역,隔離區,Lazaretto,8,2647,473,0,8,-,8462,2021년 03월 24일 18시,null
2021-03-24 09:38:05.709,1,617,제주,济州,Jeju,0,598,18,0,0,91.99,8461,2021년 03월 24일 17시,null
2021-03-24 09:38:05.709,14,2803,경남,庆南,Gyeongsangnam-do,27,2344,445,27,0,83.39,8460,2021년 03월 24일 16시,null
2021-03-24 09:38:05.709,75,3449,경북,庆北,Gyeongsangbuk-do,12,3263,111,12,0,129.54,8459,2021년 03월 24일 15시,null
2021-03-24 09:38:05.709,8,908,전남,全南,Jeollanam-do,0,872,28,0,0,48.69,8458,2021년 03월 24일 14시,null
2021-03-24 09:38:05.709,56,1380,전북,全北,Jeollabuk-do,5,1196,128,4,1,75.94,8457,2021년 03월 24일 13시,null
2021-03-24 09:38:05.709,35,2600,충남,忠南,Chungcheongnam-do,0,2475,90,0,0,122.50,8456,2021년 03월 24일 12시,null
2021-03-24 09:38:05.708,60,2044,충북,忠北,Chungcheongbuk-do,6,1865,119,6,0,127.80,8455,2021년 03월 24일 11시,null
2021-03-24 09:38:05.708,43,2189,강원,江原,Gangwon-do,18,1927,219,18,0,142.09,8454,2021년 03월 24일 10시,null
2021-03-24 09:38:05.708,530,27582,경기,京畿,Gyeonggi-do,154,24719,2333,150,4,208.16,8453,2021년 03월 24일 09시,null
2021-03-24 09:38:05.708,1,250,세종,世宗,Sejong,0,243,6,0,0,73.03,8452,2021년 03월 24일 08시,null
2021-03-24 09:38:05.708,37,1128,울산,蔚山,Ulsan,2,1017,74,1,1,98.34,8451,2021년 03월 24일 07시,null
