,date,province,confirmed,released,deceased,population,infection_rate,recovery_rate,dead_rate,total_medical,sizeofarea
21,2020-01-21,Gwangju,0,0,0,1456688.0,0.0,0.0,0.0,508.9755415793152,2907.560878243513
22,2020-01-21,Daejeon,0,0,0,1474152.0,0.0,0.0,0.0,486.84015852047554,2729.911111111111
23,2020-01-21,Ulsan,0,0,0,1147037.0,0.0,0.0,0.0,633.3721700717836,1080.072504708098
24,2020-01-21,Sejong,0,0,0,342328.0,0.0,0.0,0.0,671.2313725490196,736.189247311828
25,2020-01-21,Gyeonggi-do,0,0,0,13250368.0,0.0,0.0,0.0,639.2805519370869,1300.5857872006281
26,2020-01-21,Gangwon-do,0,0,0,1540540.0,0.0,0.0,0.0,605.320235756385,91.54623246969336
27,2020-01-21,Chungcheongbuk-do,0,0,0,1599391.0,0.0,0.0,0.0,576.5648882480173,215.90051295896328
28,2020-01-21,Chungcheongnam-do,0,0,0,2122455.0,0.0,0.0,0.0,578.7987455685846,257.9238060517681
29,2020-01-21,Jeollabuk-do,0,0,0,1817302.0,0.0,0.0,0.0,481.02223398623613,225.22022555459165
30,2020-01-21,Jeollanam-do,0,0,0,1864712.0,0.0,0.0,0.0,549.9003243880861,151.06221646143877
31,2020-01-21,Gyeongsangbuk-do,0,0,0,2662508.0,0.0,0.0,0.0,594.9738547486033,139.88903483423528
32,2020-01-21,Gyeongsangnam-do,0,0,0,3361344.0,0.0,0.0,0.0,622.2406516105146,318.91309297912716
33,2020-01-21,Jeju-do,0,0,0,670749.0,0.0,0.0,0.0,537.0288230584467,362.56702702702705
34,2020-01-22,Seoul,0,0,0,9733509.0,0.0,0.0,0.0,424.48796336676844,16088.444628099174
35,2020-01-22,Busan,0,0,0,3411819.0,0.0,0.0,0.0,502.25511556013544,4430.933766233767
36,2020-01-22,Daegu,0,0,0,2436488.0,0.0,0.0,0.0,477.08791854317604,2756.20814479638
37,2020-01-22,Incheon,1,0,0,2956119.0,3.382813750055394e-05,0.0,0.0,655.7495563442768,2780.920978363123
38,2020-01-22,Gwangju,0,0,0,1456688.0,0.0,0.0,0.0,508.9755415793152,2907.560878243513
39,2020-01-22,Daejeon,0,0,0,1474152.0,0.0,0.0,0.0,486.84015852047554,2729.911111111111
40,2020-01-22,Ulsan,0,0,0,1147037.0,0.0,0.0,0.0,633.3721700717836,1080.072504708098
41,2020-01-22,Sejong,0,0,0,342328.0,0.0,0.0,0.0,671.2313725490196,736.189247311828
42,2020-01-22,Gyeonggi-do,0,0,0,13250368.0,0.0,0.0,0.0,639.2805519370869,1300.5857872006281
43,2020-01-22,Gangwon-do,0,0,0,1540540.0,0.0,0.0,0.0,605.320235756385,91.54623246969336
44,2020-01-22,Chungcheongbuk-do,0,0,0,1599391.0,0.0,0.0,0.0,576.5648882480173,215.90051295896328
45,2020-01-22,Chungcheongnam-do,0,0,0,2122455.0,0.0,0.0,0.0,578.7987455685846,257.9238060517681
46,2020-01-22,Jeollabuk-do,0,0,0,1817302.0,0.0,0.0,0.0,481.02223398623613,225.22022555459165
47,2020-01-22,Jeollanam-do,0,0,0,1864712.0,0.0,0.0,0.0,549.9003243880861,151.06221646143877
48,2020-01-22,Gyeongsangbuk-do,0,0,0,2662508.0,0.0,0.0,0.0,594.9738547486033,139.88903483423528
49,2020-01-22,Gyeongsangnam-do,0,0,0,3361344.0,0.0,0.0,0.0,622.2406516105146,318.91309297912716
50,2020-01-22,Jeju-do,0,0,0,670749.0,0.0,0.0,0.0,537.0288230584467,362.56702702702705
51,2020-01-23,Seoul,0,0,0,9733509.0,0.0,0.0,0.0,424.48796336676844,16088.444628099174
52,2020-01-23,Busan,0,0,0,3411819.0,0.0,0.0,0.0,502.25511556013544,4430.933766233767
53,2020-01-23,Daegu,0,0,0,2436488.0,0.0,0.0,0.0,477.08791854317604,2756.20814479638
54,2020-01-23,Incheon,1,0,0,2956119.0,3.382813750055394e-05,0.0,0.0,655.7495563442768,2780.920978363123
55,2020-01-23,Gwangju,0,0,0,1456688.0,0.0,0.0,0.0,508.9755415793152,2907.560878243513
56,2020-01-23,Daejeon,0,0,0,1474152.0,0.0,0.0,0.0,486.84015852047554,2729.911111111111
57,2020-01-23,Ulsan,0,0,0,1147037.0,0.0,0.0,0.0,633.3721700717836,1080.072504708098
58,2020-01-23,Sejong,0,0,0,342328.0,0.0,0.0,0.0,671.2313725490196,736.189247311828
59,2020-01-23,Gyeonggi-do,0,0,0,13250368.0,0.0,0.0,0.0,639.2805519370869,1300.5857872006281
60,2020-01-23,Gangwon-do,0,0,0,1540540.0,0.0,0.0,0.0,605.320235756385,91.54623246969336
61,2020-01-23,Chungcheongbuk-do,0,0,0,1599391.0,0.0,0.0,0.0,576.5648882480173,215.90051295896328
62,2020-01-23,Chungcheongnam-do,0,0,0,2122455.0,0.0,0.0,0.0,578.7987455685846,257.9238060517681
63,2020-01-23,Jeollabuk-do,0,0,0,1817302.0,0.0,0.0,0.0,481.02223398623613,225.22022555459165
64,2020-01-23,Jeollanam-do,0,0,0,1864712.0,0.0,0.0,0.0,549.9003243880861,151.06221646143877
65,2020-01-23,Gyeongsangbuk-do,0,0,0,2662508.0,0.0,0.0,0.0,594.9738547486033,139.88903483423528
66,2020-01-23,Gyeongsangnam-do,0,0,0,3361344.0,0.0,0.0,0.0,622.2406516105146,318.91309297912716
67,2020-01-23,Jeju-do,0,0,0,670749.0,0.0,0.0,0.0,537.0288230584467,362.56702702702705
68,2020-01-24,Seoul,0,0,0,9733509.0,0.0,0.0,0.0,424.48796336676844,16088.444628099174
69,2020-01-24,Busan,0,0,0,3411819.0,0.0,0.0,0.0,502.25511556013544,4430.933766233767
70,2020-01-24,Daegu,0,0,0,2436488.0,0.0,0.0,0.0,477.08791854317604,2756.20814479638
71,2020-01-24,Incheon,1,0,0,2956119.0,3.382813750055394e-05,0.0,0.0,655.7495563442768,2780.920978363123
72,2020-01-24,Gwangju,0,0,0,1456688.0,0.0,0.0,0.0,508.9755415793152,2907.560878243513
73,2020-01-24,Daejeon,0,0,0,1474152.0,0.0,0.0,0.0,486.84015852047554,2729.911111111111
74,2020-01-24,Ulsan,0,0,0,1147037.0,0.0,0.0,0.0,633.3721700717836,1080.072504708098
75,2020-01-24,Sejong,0,0,0,342328.0,0.0,0.0,0.0,671.2313725490196,736.189247311828
76,2020-01-24,Gyeonggi-do,1,0,0,13250368.0,7.5469602051807165e-06,0.0,0.0,639.2805519370869,1300.5857872006281
77,2020-01-24,Gangwon-do,0,0,0,1540540.0,0.0,0.0,0.0,605.320235756385,91.54623246969336
