,date,province,confirmed,released,deceased,population,infection_rate,recovery_rate,dead_rate,total_medical,sizeofarea
646,2020-02-27,Seoul,56,8,0,9736962.0,0.000575128053288079,14.285714285714285,0.0,424.638552115133,16094.152066115703
647,2020-02-27,Busan,61,0,0,3410925.0,0.0017883711896333108,0.0,0.0,502.12350949506845,4429.772727272727
648,2020-02-27,Daegu,1132,2,6,2432883.0,0.04652915902655409,0.17667844522968199,0.5300353356890459,476.3820246720188,2752.1300904977375
649,2020-02-27,Incheon,3,1,0,2954955.0,0.00010152438869627457,33.33333333333333,0.0,655.4913487133985,2779.8259642521166
650,2020-02-27,Gwangju,9,2,0,1456121.0,0.0006180805029252376,22.22222222222222,0.0,508.777428371768,2906.429141716567
651,2020-02-27,Daejeon,9,0,0,1473125.0,0.0006109461179465422,0.0,0.0,486.50099075297226,2728.009259259259
652,2020-02-27,Ulsan,11,0,0,1145710.0,0.0009601033420324515,0.0,0.0,632.63942573164,1078.8229755178909
653,2020-02-27,Sejong,1,0,0,343788.0,0.00029087693578600763,0.0,0.0,674.0941176470589,739.3290322580646
654,2020-02-27,Gyeonggi-do,62,8,1,13265377.0,0.00046738211812600574,12.903225806451612,1.6129032258064515,640.0046798861389,1302.0589909697683
655,2020-02-27,Gangwon-do,6,0,0,1539521.0,0.00038973161132586047,0.0,0.0,604.9198428290766,91.48567863085334
656,2020-02-27,Chungcheongbuk-do,8,0,0,1598599.0,0.0005004381961955437,0.0,0.0,576.2793799567412,215.79360151187905
657,2020-02-27,Chungcheongnam-do,12,0,0,2120995.0,0.0005657721965398316,0.0,0.0,578.4005999454595,257.74638473690607
658,2020-02-27,Jeollabuk-do,5,1,0,1815112.0,0.0002754650952668486,20.0,0.0,480.44256220222337,224.94881645804932
659,2020-02-27,Jeollanam-do,1,0,0,1861894.0,5.370875033702241e-05,0.0,0.0,549.0693010911235,150.8339274141283
660,2020-02-27,Gyeongsangbuk-do,345,1,6,2658956.0,0.012975017262414273,0.2898550724637681,1.7391304347826086,594.1801117318436,139.7024116009037
661,2020-02-27,Gyeongsangnam-do,43,0,0,3358828.0,0.001280208453663004,0.0,0.0,621.7748981858571,318.6743833017078
662,2020-02-27,Jeju-do,2,0,0,670876.0,0.00029811768493730585,0.0,0.0,537.1305044035228,362.63567567567566
663,2020-02-28,Seoul,62,9,0,9736962.0,0.0006367489161403732,14.516129032258066,0.0,424.638552115133,16094.152066115703
664,2020-02-28,Busan,65,0,0,3410925.0,0.0019056414315764786,0.0,0.0,502.12350949506845,4429.772727272727
665,2020-02-28,Daegu,1580,3,6,2432883.0,0.06494352584978398,0.18987341772151897,0.37974683544303794,476.3820246720188,2752.1300904977375
666,2020-02-28,Incheon,4,1,0,2954955.0,0.00013536585159503275,25.0,0.0,655.4913487133985,2779.8259642521166
667,2020-02-28,Gwangju,9,2,0,1456121.0,0.0006180805029252376,22.22222222222222,0.0,508.777428371768,2906.429141716567
668,2020-02-28,Daejeon,13,0,0,1473125.0,0.0008824777259227833,0.0,0.0,486.50099075297226,2728.009259259259
669,2020-02-28,Ulsan,14,0,0,1145710.0,0.001221949708041302,0.0,0.0,632.63942573164,1078.8229755178909
670,2020-02-28,Sejong,1,0,0,343788.0,0.00029087693578600763,0.0,0.0,674.0941176470589,739.3290322580646
671,2020-02-28,Gyeonggi-do,72,8,1,13265377.0,0.0005427663307269744,11.11111111111111,1.3888888888888888,640.0046798861389,1302.0589909697683
672,2020-02-28,Gangwon-do,7,0,0,1539521.0,0.0004546868798801705,0.0,0.0,604.9198428290766,91.48567863085334
673,2020-02-28,Chungcheongbuk-do,9,0,0,1598599.0,0.0005629929707199867,0.0,0.0,576.2793799567412,215.79360151187905
674,2020-02-28,Chungcheongnam-do,35,0,0,2120995.0,0.0016501689065745086,0.0,0.0,578.4005999454595,257.74638473690607
675,2020-02-28,Jeollabuk-do,5,1,0,1815112.0,0.0002754650952668486,20.0,0.0,480.44256220222337,224.94881645804932
676,2020-02-28,Jeollanam-do,1,0,0,1861894.0,5.370875033702241e-05,0.0,0.0,549.0693010911235,150.8339274141283
677,2020-02-28,Gyeongsangbuk-do,409,1,6,2658956.0,0.015381976986456337,0.24449877750611246,1.466992665036675,594.1801117318436,139.7024116009037
678,2020-02-28,Gyeongsangnam-do,49,1,0,3358828.0,0.0014588421913834231,2.0408163265306123,0.0,621.7748981858571,318.6743833017078
679,2020-02-28,Jeju-do,2,0,0,670876.0,0.00029811768493730585,0.0,0.0,537.1305044035228,362.63567567567566
680,2020-02-29,Seoul,77,9,0,9736962.0,0.0007908010732711086,11.688311688311687,0.0,424.638552115133,16094.152066115703
681,2020-02-29,Busan,80,0,0,3410925.0,0.0023454048388633583,0.0,0.0,502.12350949506845,4429.772727272727
682,2020-02-29,Daegu,2236,3,10,2432883.0,0.09190742012665631,0.13416815742397137,0.4472271914132379,476.3820246720188,2752.1300904977375
683,2020-02-29,Incheon,6,1,0,2954955.0,0.00020304877739254915,16.666666666666664,0.0,655.4913487133985,2779.8259642521166
684,2020-02-29,Gwangju,9,2,0,1456121.0,0.0006180805029252376,22.22222222222222,0.0,508.777428371768,2906.429141716567
685,2020-02-29,Daejeon,13,0,0,1473125.0,0.0008824777259227833,0.0,0.0,486.50099075297226,2728.009259259259
686,2020-02-29,Ulsan,17,0,0,1145710.0,0.0014837960740501524,0.0,0.0,632.63942573164,1078.8229755178909
687,2020-02-29,Sejong,1,0,0,343788.0,0.00029087693578600763,0.0,0.0,674.0941176470589,739.3290322580646
688,2020-02-29,Gyeonggi-do,82,8,1,13265377.0,0.0006181505433279431,9.75609756097561,1.2195121951219512,640.0046798861389,1302.0589909697683
689,2020-02-29,Gangwon-do,7,0,0,1539521.0,0.0004546868798801705,0.0,0.0,604.9198428290766,91.48567863085334
690,2020-02-29,Chungcheongbuk-do,10,0,0,1598599.0,0.0006255477452444296,0.0,0.0,576.2793799567412,215.79360151187905
691,2020-02-29,Chungcheongnam-do,55,0,0,2120995.0,0.002593122567474228,0.0,0.0,578.4005999454595,257.74638473690607
692,2020-02-29,Jeollabuk-do,5,1,0,1815112.0,0.0002754650952668486,20.0,0.0,480.44256220222337,224.94881645804932
693,2020-02-29,Jeollanam-do,3,0,0,1861894.0,0.00016112625101106723,0.0,0.0,549.0693010911235,150.8339274141283
694,2020-02-29,Gyeongsangbuk-do,488,1,6,2658956.0,0.018353067895820765,0.20491803278688525,1.2295081967213115,594.1801117318436,139.7024116009037
695,2020-02-29,Gyeongsangnam-do,59,1,0,3358828.0,0.0017565650875841215,1.694915254237288,0.0,621.7748981858571,318.6743833017078
696,2020-02-29,Jeju-do,2,0,0,670876.0,0.00029811768493730585,0.0,0.0,537.1305044035228,362.63567567567566
697,2020-03-01,Seoul,87,11,0,9733655.0,0.0008938060779840667,12.643678160919542,0.0,424.494330571304,16088.685950413223
698,2020-03-01,Busan,83,0,0,3409932.0,0.0024340661338701185,0.0,0.0,501.9773296040041,4428.483116883117
699,2020-03-01,Daegu,2704,6,11,2433568.0,0.11111257215742482,0.22189349112426035,0.4068047337278107,476.51615429802234,2752.9049773755655
700,2020-03-01,Incheon,6,1,0,2952689.0,0.000203204604345395,16.666666666666664,0.0,654.9886867790594,2777.6942615239886
701,2020-03-01,Gwangju,9,2,0,1455705.0,0.0006182571331416736,22.22222222222222,0.0,508.6320754716981,2905.5988023952095
702,2020-03-01,Daejeon,13,0,0,1471858.0,0.0008832373775187551,0.0,0.0,486.08256274768826,2725.662962962963
703,2020-03-01,Ulsan,20,0,0,1144563.0,0.0017473917993155467,0.0,0.0,632.0060739922694,1077.7429378531074
704,2020-03-01,Sejong,1,0,0,344792.0,0.00029002993108888836,0.0,0.0,676.0627450980393,741.4881720430108
705,2020-03-01,Gyeonggi-do,89,8,1,13288975.0,0.0006697281016782709,8.98876404494382,1.1235955056179776,641.1431948665992,1304.3752453867294
706,2020-03-01,Gangwon-do,15,0,0,1538577.0,0.0009749268317412778,0.0,0.0,604.5489194499017,91.42958164963157
707,2020-03-01,Chungcheongbuk-do,11,0,0,1597639.0,0.0006885159914098241,0.0,0.0,575.9333093006488,215.66401187904967
708,2020-03-01,Chungcheongnam-do,68,0,0,2119749.0,0.003207926976259925,0.0,0.0,578.0608126533951,257.5949690120306
709,2020-03-01,Jeollabuk-do,6,1,0,1812936.0,0.0003309548709937913,16.666666666666664,0.0,479.8665960825834,224.67914239682736
710,2020-03-01,Jeollanam-do,3,0,0,1859290.0,0.00016135191390261874,0.0,0.0,548.3013860218225,150.62297472456254
711,2020-03-01,Gyeongsangbuk-do,556,1,6,2653418.0,0.02095410523332547,0.1798561151079137,1.079136690647482,592.9425698324022,139.4114432827195
712,2020-03-01,Gyeongsangnam-do,63,1,0,3355341.0,0.001877603498422366,1.5873015873015872,0.0,621.1293965198075,318.34354838709675
713,2020-03-01,Jeju-do,2,0,0,670508.0,0.0002982813031313571,0.0,0.0,536.8358686949559,362.4367567567568
714,2020-03-02,Seoul,91,12,0,9733655.0,0.0009349006103051732,13.186813186813188,0.0,424.494330571304,16088.685950413223
715,2020-03-02,Busan,88,1,0,3409932.0,0.002580696623862294,1.1363636363636365,0.0,501.9773296040041,4428.483116883117
716,2020-03-02,Daegu,3081,7,15,2433568.0,0.1266042288524504,0.22719896137617657,0.4868549172346641,476.51615429802234,2752.9049773755655
717,2020-03-02,Incheon,7,1,0,2952689.0,0.00023707203840296083,14.285714285714285,0.0,654.9886867790594,2777.6942615239886
718,2020-03-02,Gwangju,9,2,0,1455705.0,0.0006182571331416736,22.22222222222222,0.0,508.6320754716981,2905.5988023952095
719,2020-03-02,Daejeon,14,0,0,1471858.0,0.0009511787142509672,0.0,0.0,486.08256274768826,2725.662962962963
720,2020-03-02,Ulsan,20,0,0,1144563.0,0.0017473917993155467,0.0,0.0,632.0060739922694,1077.7429378531074
721,2020-03-02,Sejong,1,0,0,344792.0,0.00029002993108888836,0.0,0.0,676.0627450980393,741.4881720430108
722,2020-03-02,Gyeonggi-do,92,8,1,13288975.0,0.0006923032062292238,8.695652173913043,1.0869565217391304,641.1431948665992,1304.3752453867294
723,2020-03-02,Gangwon-do,19,0,0,1538577.0,0.0012349073202056185,0.0,0.0,604.5489194499017,91.42958164963157
724,2020-03-02,Chungcheongbuk-do,11,0,0,1597639.0,0.0006885159914098241,0.0,0.0,575.9333093006488,215.66401187904967
725,2020-03-02,Chungcheongnam-do,78,0,0,2119749.0,0.003679680943356973,0.0,0.0,578.0608126533951,257.5949690120306
726,2020-03-02,Jeollabuk-do,6,1,0,1812936.0,0.0003309548709937913,16.666666666666664,0.0,479.8665960825834,224.67914239682736
727,2020-03-02,Jeollanam-do,5,0,0,1859290.0,0.00026891985650436456,0.0,0.0,548.3013860218225,150.62297472456254
728,2020-03-02,Gyeongsangbuk-do,624,1,6,2653418.0,0.02351683752804873,0.16025641025641024,0.9615384615384616,592.9425698324022,139.4114432827195
729,2020-03-02,Gyeongsangnam-do,64,1,0,3355341.0,0.0019074067285560544,1.5625,0.0,621.1293965198075,318.34354838709675
730,2020-03-02,Jeju-do,2,0,0,670508.0,0.0002982813031313571,0.0,0.0,536.8358686949559,362.4367567567568
731,2020-03-03,Seoul,98,13,0,9733655.0,0.0010068160418671094,13.26530612244898,0.0,424.494330571304,16088.685950413223
732,2020-03-03,Busan,90,1,0,3409932.0,0.002639348819859164,1.1111111111111112,0.0,501.9773296040041,4428.483116883117
733,2020-03-03,Daegu,3601,9,21,2433568.0,0.14797203119041671,0.2499305748403221,0.583171341294085,476.51615429802234,2752.9049773755655
734,2020-03-03,Incheon,7,1,0,2952689.0,0.00023707203840296083,14.285714285714285,0.0,654.9886867790594,2777.6942615239886
735,2020-03-03,Gwangju,11,2,0,1455705.0,0.0007556476071731567,18.181818181818183,0.0,508.6320754716981,2905.5988023952095
736,2020-03-03,Daejeon,14,0,0,1471858.0,0.0009511787142509672,0.0,0.0,486.08256274768826,2725.662962962963
737,2020-03-03,Ulsan,20,0,0,1144563.0,0.0017473917993155467,0.0,0.0,632.0060739922694,1077.7429378531074
738,2020-03-03,Sejong,1,0,0,344792.0,0.00029002993108888836,0.0,0.0,676.0627450980393,741.4881720430108
739,2020-03-03,Gyeonggi-do,94,8,1,13288975.0,0.0007073532759298592,8.51063829787234,1.0638297872340425,641.1431948665992,1304.3752453867294
740,2020-03-03,Gangwon-do,20,0,0,1538577.0,0.001299902442321704,0.0,0.0,604.5489194499017,91.42958164963157
741,2020-03-03,Chungcheongbuk-do,11,0,0,1597639.0,0.0006885159914098241,0.0,0.0,575.9333093006488,215.66401187904967
742,2020-03-03,Chungcheongnam-do,81,0,0,2119749.0,0.0038212071334860877,0.0,0.0,578.0608126533951,257.5949690120306
743,2020-03-03,Jeollabuk-do,7,1,0,1812936.0,0.00038611401615942315,14.285714285714285,0.0,479.8665960825834,224.67914239682736
744,2020-03-03,Jeollanam-do,5,0,0,1859290.0,0.00026891985650436456,0.0,0.0,548.3013860218225,150.62297472456254
745,2020-03-03,Gyeongsangbuk-do,685,1,6,2653418.0,0.025815759145374005,0.145985401459854,0.8759124087591241,592.9425698324022,139.4114432827195
746,2020-03-03,Gyeongsangnam-do,64,1,0,3355341.0,0.0019074067285560544,1.5625,0.0,621.1293965198075,318.34354838709675
747,2020-03-03,Jeju-do,3,0,0,670508.0,0.00044742195469703566,0.0,0.0,536.8358686949559,362.4367567567568
748,2020-03-04,Seoul,99,19,0,9733655.0,0.001017089674947386,19.19191919191919,0.0,424.494330571304,16088.685950413223
749,2020-03-04,Busan,92,2,0,3409932.0,0.0026980010158560346,2.1739130434782608,0.0,501.9773296040041,4428.483116883117
750,2020-03-04,Daegu,4007,11,25,2433568.0,0.16465535378505963,0.27451959071624654,0.6239081607187422,476.51615429802234,2752.9049773755655
751,2020-03-04,Incheon,9,2,0,2952689.0,0.0003048069065180925,22.22222222222222,0.0,654.9886867790594,2777.6942615239886
752,2020-03-04,Gwangju,13,2,0,1455705.0,0.0008930380812046398,15.384615384615385,0.0,508.6320754716981,2905.5988023952095
753,2020-03-04,Daejeon,15,0,0,1471858.0,0.0010191200509831791,0.0,0.0,486.08256274768826,2725.662962962963
754,2020-03-04,Ulsan,23,0,0,1144563.0,0.0020095005692128787,0.0,0.0,632.0060739922694,1077.7429378531074
755,2020-03-04,Sejong,1,0,0,344792.0,0.00029002993108888836,0.0,0.0,676.0627450980393,741.4881720430108
756,2020-03-04,Gyeonggi-do,101,9,1,13288975.0,0.0007600285198820827,8.91089108910891,0.9900990099009901,641.1431948665992,1304.3752453867294
757,2020-03-04,Gangwon-do,21,0,0,1538577.0,0.001364897564437789,0.0,0.0,604.5489194499017,91.42958164963157
758,2020-03-04,Chungcheongbuk-do,11,0,0,1597639.0,0.0006885159914098241,0.0,0.0,575.9333093006488,215.66401187904967
759,2020-03-04,Chungcheongnam-do,82,0,0,2119749.0,0.003868382530195792,0.0,0.0,578.0608126533951,257.5949690120306
760,2020-03-04,Jeollabuk-do,7,1,0,1812936.0,0.00038611401615942315,14.285714285714285,0.0,479.8665960825834,224.67914239682736
761,2020-03-04,Jeollanam-do,4,0,0,1859290.0,0.00021513588520349165,0.0,0.0,548.3013860218225,150.62297472456254
762,2020-03-04,Gyeongsangbuk-do,774,4,6,2653418.0,0.02916992347229121,0.516795865633075,0.7751937984496124,592.9425698324022,139.4114432827195
763,2020-03-04,Gyeongsangnam-do,65,2,0,3355341.0,0.0019372099586897427,3.076923076923077,0.0,621.1293965198075,318.34354838709675
764,2020-03-04,Jeju-do,3,0,0,670508.0,0.00044742195469703566,0.0,0.0,536.8358686949559,362.4367567567568
765,2020-03-05,Seoul,103,25,0,9733655.0,0.0010581842072684927,24.271844660194176,0.0,424.494330571304,16088.685950413223
766,2020-03-05,Busan,92,2,0,3409932.0,0.0026980010158560346,2.1739130434782608,0.0,501.9773296040041,4428.483116883117
767,2020-03-05,Daegu,4328,14,27,2433568.0,0.17784586253599655,0.32347504621072093,0.6238447319778189,476.51615429802234,2752.9049773755655
768,2020-03-05,Incheon,9,2,0,2952689.0,0.0003048069065180925,22.22222222222222,0.0,654.9886867790594,2777.6942615239886
769,2020-03-05,Gwangju,13,3,0,1455705.0,0.0008930380812046398,23.076923076923077,0.0,508.6320754716981,2905.5988023952095
770,2020-03-05,Daejeon,16,0,0,1471858.0,0.001087061387715391,0.0,0.0,486.08256274768826,2725.662962962963
771,2020-03-05,Ulsan,23,0,0,1144563.0,0.0020095005692128787,0.0,0.0,632.0060739922694,1077.7429378531074
772,2020-03-05,Sejong,1,0,0,344792.0,0.00029002993108888836,0.0,0.0,676.0627450980393,741.4881720430108
773,2020-03-05,Gyeonggi-do,110,10,1,13288975.0,0.0008277538335349416,9.090909090909092,0.9090909090909091,641.1431948665992,1304.3752453867294
774,2020-03-05,Gangwon-do,23,3,0,1538577.0,0.0014948878086699594,13.043478260869565,0.0,604.5489194499017,91.42958164963157
775,2020-03-05,Chungcheongbuk-do,12,1,0,1597639.0,0.0007511083542652626,8.333333333333332,0.0,575.9333093006488,215.66401187904967
776,2020-03-05,Chungcheongnam-do,86,0,0,2119749.0,0.004057084117034611,0.0,0.0,578.0608126533951,257.5949690120306
777,2020-03-05,Jeollabuk-do,7,2,0,1812936.0,0.00038611401615942315,28.57142857142857,0.0,479.8665960825834,224.67914239682736
778,2020-03-05,Jeollanam-do,4,0,0,1859290.0,0.00021513588520349165,0.0,0.0,548.3013860218225,150.62297472456254
779,2020-03-05,Gyeongsangbuk-do,861,23,6,2653418.0,0.032448713319951854,2.671312427409988,0.6968641114982579,592.9425698324022,139.4114432827195
780,2020-03-05,Gyeongsangnam-do,74,3,0,3355341.0,0.002205439029892938,4.054054054054054,0.0,621.1293965198075,318.34354838709675
781,2020-03-05,Jeju-do,4,0,0,670508.0,0.0005965626062627142,0.0,0.0,536.8358686949559,362.4367567567568
782,2020-03-06,Seoul,105,25,0,9733655.0,0.0010787314734290458,23.809523809523807,0.0,424.494330571304,16088.685950413223
783,2020-03-06,Busan,95,2,0,3409932.0,0.0027859793098513404,2.1052631578947367,0.0,501.9773296040041,4428.483116883117
784,2020-03-06,Daegu,4694,15,30,2433568.0,0.19288550802771898,0.31955688112484026,0.6391137622496805,476.51615429802234,2752.9049773755655
785,2020-03-06,Incheon,9,2,0,2952689.0,0.0003048069065180925,22.22222222222222,0.0,654.9886867790594,2777.6942615239886
786,2020-03-06,Gwangju,13,3,0,1455705.0,0.0008930380812046398,23.076923076923077,0.0,508.6320754716981,2905.5988023952095
787,2020-03-06,Daejeon,18,0,0,1471858.0,0.0012229440611798148,0.0,0.0,486.08256274768826,2725.662962962963
788,2020-03-06,Ulsan,23,1,0,1144563.0,0.0020095005692128787,4.3478260869565215,0.0,632.0060739922694,1077.7429378531074
789,2020-03-06,Sejong,1,0,0,344792.0,0.00029002993108888836,0.0,0.0,676.0627450980393,741.4881720430108
790,2020-03-06,Gyeonggi-do,120,14,1,13288975.0,0.0009030041820381181,11.666666666666666,0.8333333333333334,641.1431948665992,1304.3752453867294
791,2020-03-06,Gangwon-do,25,3,0,1538577.0,0.0016248780529021297,12.0,0.0,604.5489194499017,91.42958164963157
792,2020-03-06,Chungcheongbuk-do,15,1,0,1597639.0,0.0009388854428315782,6.666666666666667,0.0,575.9333093006488,215.66401187904967
793,2020-03-06,Chungcheongnam-do,90,0,0,2119749.0,0.00424578570387343,0.0,0.0,578.0608126533951,257.5949690120306
794,2020-03-06,Jeollabuk-do,7,2,0,1812936.0,0.00038611401615942315,28.57142857142857,0.0,479.8665960825834,224.67914239682736
795,2020-03-06,Jeollanam-do,4,0,0,1859290.0,0.00021513588520349165,0.0,0.0,548.3013860218225,150.62297472456254
796,2020-03-06,Gyeongsangbuk-do,984,36,10,2653418.0,0.037084243794230684,3.6585365853658534,1.0162601626016259,592.9425698324022,139.4114432827195
797,2020-03-06,Gyeongsangnam-do,77,4,0,3355341.0,0.0022948487202940028,5.194805194805195,0.0,621.1293965198075,318.34354838709675
798,2020-03-06,Jeju-do,4,0,0,670508.0,0.0005965626062627142,0.0,0.0,536.8358686949559,362.4367567567568
799,2020-03-07,Seoul,108,27,0,9733655.0,0.0011095523726698758,25.0,0.0,424.494330571304,16088.685950413223
800,2020-03-07,Busan,96,2,0,3409932.0,0.0028153054078497754,2.083333333333333,0.0,501.9773296040041,4428.483116883117
801,2020-03-07,Daegu,5084,18,31,2433568.0,0.2089113597811937,0.35405192761605037,0.6097560975609756,476.51615429802234,2752.9049773755655
802,2020-03-07,Incheon,9,2,0,2952689.0,0.0003048069065180925,22.22222222222222,0.0,654.9886867790594,2777.6942615239886
803,2020-03-07,Gwangju,13,3,0,1455705.0,0.0008930380812046398,23.076923076923077,0.0,508.6320754716981,2905.5988023952095
804,2020-03-07,Daejeon,18,0,0,1471858.0,0.0012229440611798148,0.0,0.0,486.08256274768826,2725.662962962963
805,2020-03-07,Ulsan,23,1,0,1144563.0,0.0020095005692128787,4.3478260869565215,0.0,632.0060739922694,1077.7429378531074
806,2020-03-07,Sejong,2,0,0,344792.0,0.0005800598621777767,0.0,0.0,676.0627450980393,741.4881720430108
807,2020-03-07,Gyeonggi-do,130,14,1,13288975.0,0.0009782545305412945,10.76923076923077,0.7692307692307693,641.1431948665992,1304.3752453867294
808,2020-03-07,Gangwon-do,26,3,1,1538577.0,0.001689873175018215,11.538461538461538,3.8461538461538463,604.5489194499017,91.42958164963157
809,2020-03-07,Chungcheongbuk-do,20,1,0,1597639.0,0.001251847257108771,5.0,0.0,575.9333093006488,215.66401187904967
810,2020-03-07,Chungcheongnam-do,92,0,0,2119749.0,0.00434013649729284,0.0,0.0,578.0608126533951,257.5949690120306
811,2020-03-07,Jeollabuk-do,7,2,0,1812936.0,0.00038611401615942315,28.57142857142857,0.0,479.8665960825834,224.67914239682736
812,2020-03-07,Jeollanam-do,4,0,0,1859290.0,0.00021513588520349165,0.0,0.0,548.3013860218225,150.62297472456254
813,2020-03-07,Gyeongsangbuk-do,1049,41,10,2653418.0,0.0395339143700691,3.9084842707340326,0.9532888465204957,592.9425698324022,139.4114432827195
814,2020-03-07,Gyeongsangnam-do,82,4,0,3355341.0,0.0024438648709624445,4.878048780487805,0.0,621.1293965198075,318.34354838709675
815,2020-03-07,Jeju-do,4,0,0,670508.0,0.0005965626062627142,0.0,0.0,536.8358686949559,362.4367567567568
816,2020-03-08,Seoul,120,28,0,9733655.0,0.0012328359696331954,23.333333333333332,0.0,424.494330571304,16088.685950413223
817,2020-03-08,Busan,96,9,0,3409932.0,0.0028153054078497754,9.375,0.0,501.9773296040041,4428.483116883117
818,2020-03-08,Daegu,5381,18,35,2433568.0,0.22111566227037832,0.3345103140680171,0.6504367217989221,476.51615429802234,2752.9049773755655
819,2020-03-08,Incheon,9,2,0,2952689.0,0.0003048069065180925,22.22222222222222,0.0,654.9886867790594,2777.6942615239886
820,2020-03-08,Gwangju,13,3,0,1455705.0,0.0008930380812046398,23.076923076923077,0.0,508.6320754716981,2905.5988023952095
821,2020-03-08,Daejeon,18,1,0,1471858.0,0.0012229440611798148,5.555555555555555,0.0,486.08256274768826,2725.662962962963
822,2020-03-08,Ulsan,24,1,0,1144563.0,0.0020968701591786557,4.166666666666666,0.0,632.0060739922694,1077.7429378531074
823,2020-03-08,Sejong,3,0,0,344792.0,0.0008700897932666651,0.0,0.0,676.0627450980393,741.4881720430108
824,2020-03-08,Gyeonggi-do,141,16,1,13288975.0,0.0010610299138947886,11.347517730496454,0.7092198581560284,641.1431948665992,1304.3752453867294
825,2020-03-08,Gangwon-do,27,3,1,1538577.0,0.0017548682971343002,11.11111111111111,3.7037037037037033,604.5489194499017,91.42958164963157
826,2020-03-08,Chungcheongbuk-do,24,1,0,1597639.0,0.0015022167085305253,4.166666666666666,0.0,575.9333093006488,215.66401187904967
827,2020-03-08,Chungcheongnam-do,98,0,0,2119749.0,0.004623188877551069,0.0,0.0,578.0608126533951,257.5949690120306
828,2020-03-08,Jeollabuk-do,7,2,0,1812936.0,0.00038611401615942315,28.57142857142857,0.0,479.8665960825834,224.67914239682736
829,2020-03-08,Jeollanam-do,4,0,0,1859290.0,0.00021513588520349165,0.0,0.0,548.3013860218225,150.62297472456254
830,2020-03-08,Gyeongsangbuk-do,1082,42,13,2653418.0,0.04077759327780244,3.8817005545286505,1.2014787430683918,592.9425698324022,139.4114432827195
831,2020-03-08,Gyeongsangnam-do,83,4,0,3355341.0,0.002473668101096133,4.819277108433735,0.0,621.1293965198075,318.34354838709675
832,2020-03-08,Jeju-do,4,0,0,670508.0,0.0005965626062627142,0.0,0.0,536.8358686949559,362.4367567567568
833,2020-03-09,Seoul,130,29,0,9733655.0,0.0013355723004359616,22.30769230769231,0.0,424.494330571304,16088.685950413223
834,2020-03-09,Busan,96,10,0,3409932.0,0.0028153054078497754,10.416666666666668,0.0,501.9773296040041,4428.483116883117
835,2020-03-09,Daegu,5571,21,35,2433568.0,0.22892312850925062,0.3769520732364028,0.6282534553940047,476.51615429802234,2752.9049773755655
836,2020-03-09,Incheon,9,2,0,2952689.0,0.0003048069065180925,22.22222222222222,0.0,654.9886867790594,2777.6942615239886
837,2020-03-09,Gwangju,15,3,0,1455705.0,0.0010304285552361226,20.0,0.0,508.6320754716981,2905.5988023952095
838,2020-03-09,Daejeon,18,1,0,1471858.0,0.0012229440611798148,5.555555555555555,0.0,486.08256274768826,2725.662962962963
839,2020-03-09,Ulsan,24,1,0,1144563.0,0.0020968701591786557,4.166666666666666,0.0,632.0060739922694,1077.7429378531074
840,2020-03-09,Sejong,6,0,0,344792.0,0.0017401795865333303,0.0,0.0,676.0627450980393,741.4881720430108
841,2020-03-09,Gyeonggi-do,153,22,1,13288975.0,0.0011513303320986005,14.37908496732026,0.6535947712418301,641.1431948665992,1304.3752453867294
842,2020-03-09,Gangwon-do,28,3,1,1538577.0,0.0018198634192503852,10.714285714285714,3.571428571428571,604.5489194499017,91.42958164963157
843,2020-03-09,Chungcheongbuk-do,25,3,0,1597639.0,0.0015648090713859639,12.0,0.0,575.9333093006488,215.66401187904967
844,2020-03-09,Chungcheongnam-do,102,1,0,2119749.0,0.004811890464389888,0.9803921568627451,0.0,578.0608126533951,257.5949690120306
845,2020-03-09,Jeollabuk-do,7,2,0,1812936.0,0.00038611401615942315,28.57142857142857,0.0,479.8665960825834,224.67914239682736
846,2020-03-09,Jeollanam-do,4,1,0,1859290.0,0.00021513588520349165,25.0,0.0,548.3013860218225,150.62297472456254
847,2020-03-09,Gyeongsangbuk-do,1107,57,14,2653418.0,0.04171977426850952,5.149051490514905,1.2646793134598013,592.9425698324022,139.4114432827195
848,2020-03-09,Gyeongsangnam-do,83,9,0,3355341.0,0.002473668101096133,10.843373493975903,0.0,621.1293965198075,318.34354838709675
849,2020-03-09,Jeju-do,4,1,0,670508.0,0.0005965626062627142,25.0,0.0,536.8358686949559,362.4367567567568
850,2020-03-10,Seoul,141,31,0,9733655.0,0.0014485822643190045,21.98581560283688,0.0,424.494330571304,16088.685950413223
851,2020-03-10,Busan,96,10,0,3409932.0,0.0028153054078497754,10.416666666666668,0.0,501.9773296040041,4428.483116883117
852,2020-03-10,Daegu,5663,92,38,2433568.0,0.23270358584596773,1.6245806109835776,0.6710224262758255,476.51615429802234,2752.9049773755655
853,2020-03-10,Incheon,13,3,0,2952689.0,0.0004402766427483558,23.076923076923077,0.0,654.9886867790594,2777.6942615239886
854,2020-03-10,Gwangju,15,3,0,1455705.0,0.0010304285552361226,20.0,0.0,508.6320754716981,2905.5988023952095
855,2020-03-10,Daejeon,18,1,0,1471858.0,0.0012229440611798148,5.555555555555555,0.0,486.08256274768826,2725.662962962963
856,2020-03-10,Ulsan,24,1,0,1144563.0,0.0020968701591786557,4.166666666666666,0.0,632.0060739922694,1077.7429378531074
